Filing Date,Document Type,Filed By,Description
"October 17, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=543421872""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/HYMES/ CPUC,ALJ/REGNIER/ CPUC,ALJ/LAKHANPAL/ CPUC","ADMINISTRATIVE LAW JUDGES RULING SEEKING COMMENTS REGARDING FUTURE GRID STUDY REPORT Parties shall file and serve comments regarding the Future Grid Study Report, including responses to the questions in Section 3 above. The comments shall be filed and served no later than December 6, 2024. Reply comments shall be filed and served no later than January 10, 2025."
"October 17, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=544154869""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D2410030 - Decision Adopting Improvements To Distributions Planning And Project Execution Process, Distribution Resource Planning Data Portals, And Integration Capacity Analysis Maps. Rulemaking 21-06-017 remains open to address the other tracks and phases of the proceeding."
"October 14, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542999034""><span style=""color:blue""><u>MOTION</u></span></a>",OhmConnect,"MOTION FOR PARTY STATUS OF OHMCONNECT, INC. MFPS GRANTED via E-mail Ruling Issued by ALJ Manisha Lakhanpal on December 10, 2024"
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542344662""><span style=""color:blue""><u>COMMENTS</u></span></a>",Interstate Renewable Energy Council,"REPLY COMMENTS OF THE INTERSTATE RENEWABLE ENERGY COUNCIL, INC. ON THE PROPOSED DECISION ADOPTING IMPROVEMENTS TO DISTRIBUTION PLANNING AND PROJECT EXECUTION PROCESS, DISTRIBUTION RESOURCE PLANNING DATA PORTALS, AND INTEGRATION CAPACITY ANALYSIS MAPS"
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542882822""><span style=""color:blue""><u>COMMENTS</u></span></a>","CALSTART, Inc.",Reply Comments on Proposed Decision
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542344665""><span style=""color:blue""><u>COMMENTS</u></span></a>",CAL ADVOCATES/MILEY/CPUC,"Reply comments of the Public Advocates Office on the Proposed Decision adopting improvements to distribution planning and project execution process, distribution resource planning data portals, and integration capacity analysis maps."
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542344663""><span style=""color:blue""><u>COMMENTS</u></span></a>","Natural Resources Defense Council,Environmental Defense Fund",Reply Comments on Proposed Decision
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542335786""><span style=""color:blue""><u>COMMENTS</u></span></a>",Clean Coalition,"CLEAN COALITION REPLY COMMENTS ON THE PROPOSED DECISION ADOPTING IMPROVEMENTS TO DISTRIBUTION PLANNING AND PROJECT EXECUTION PROCESS, DISTRIBUTION RESOURCE PLANNING DATA PORTALS, AND INTEGRATION CAPACITY ANALYSIS MAPS"
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542882823""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,"Southern California Edison Companys Reply comments on Proposed Decision adopting improvements to distribution planning and project execution process, distribution resource planning data portals, and integration capacity analysis maps."
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542247713""><span style=""color:blue""><u>COMMENTS</u></span></a>",Vehicle-Grid Integration Council,Reply Comments on Proposed Decision
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542231426""><span style=""color:blue""><u>COMMENTS</u></span></a>","Tesla, Inc.","REPLY COMMENTS OF TESLA, INC. ON PROPOSED DECISION ADOPTING IMPROVEMENTS TO DISTRIBUTION PLANNING AND PROJECT EXECUTION PROCESS, DISTRIBUTION RESOURCE PLANNING DATA PORTALS, AND INTEGRATION CAPACITY ANALYSIS MAPS"
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542129118""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,"REPLY COMMENTS OF SMALL BUSINESS UTILITY ADVOCATES ON THE PROPOSED DECISION ADOPTING IMPROVEMENTS TO DISTRIBUTION PLANNING AND PROJECT EXECUTION PROCESS, DISTRIBUTION RESOURCE PLANNING DATA PORTALS, AND INTEGRATION CAPACITY ANALYSIS MAPS"
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542335761""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pilot Travel Centers LLC,REPLY COMMENTS ON PROPOSED DECISION
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542129204""><span style=""color:blue""><u>COMMENTS</u></span></a>",Green Power Institute,Reply Comments on Proposed Decision
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542344669""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,Reply Comments on Proposed Decision
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542247710""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Reply Comments on Proposed Decision
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542129201""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,Reply Comments on Proposed Decision
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542335774""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,"REPLY COMMENTS OF PACIFIC GAS AND ELECTRIC COMPANY (U 39 E) ON PROPOSED DECISION ADOPTING IMPROVEMENTS TO DISTRIBUTION PLANNING AND PROJECT EXECUTION PROCESS, DISTRIBUTION RESOURCE PLANNING DATA PORTALS, AND INTEGRATION CAPACITY ANALYSIS MAPS"
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542344668""><span style=""color:blue""><u>COMMENTS</u></span></a>",Coalition of California Utility Employees,Reply Comments on Proposed Decision
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542231430""><span style=""color:blue""><u>COMMENTS</u></span></a>",Vote Solar,Reply Comments on Proposed Decision
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=541492963""><span style=""color:blue""><u>COMMENTS</u></span></a>",Vote Solar,"Opening Comments on Proposed Decision adopting Improvements to the Distribution Planning and Project Execution Process, Distribution Resource Planning Portals, and Integration Capacity Analysis Maps."
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542129143""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,"Opening Comments on Proposed Decision adopting Improvements to the Distribution Planning and Project Execution Process, Distribution Resource Planning Portals, and Integration Capacity Analysis Maps."
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542335705""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,"Opening Comments on Proposed Decision adopting Improvements to the Distribution Planning and Project Execution Process, Distribution Resource Planning Portals, and Integration Capacity Analysis Maps."
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542231363""><span style=""color:blue""><u>COMMENTS</u></span></a>",Vehicle-Grid Integration Council,"Comments on Proposed Decision adopting Improvements to the Distribution Planning and Project Execution Process, Distribution Resource Planning Portals, and Integration Capacity Analysis Maps."
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542247649""><span style=""color:blue""><u>COMMENTS</u></span></a>",Interstate Renewable Energy Council,"Opening Comments on Proposed Decision adopting Improvements to the Distribution Planning and Project Execution Process, Distribution Resource Planning Portals, and Integration Capacity Analysis Maps."
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542344686""><span style=""color:blue""><u>COMMENTS</u></span></a>","CALSTART, Inc.","Opening Comments on Proposed Decision Adopting Improvements to Distribution Planning and Project Execution Process, Distribution Resource Planning Data Portals, and Integration Capacity Analysis Maps."
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542247656""><span style=""color:blue""><u>COMMENTS</u></span></a>",Green Power Institute,Opening Comments on Proposed Decision.
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542231472""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,"Opening Comments on Proposed Decision adopting Improvements to the Distribution Planning and Project Execution Process, Distribution Resource Planning Portals, and Integration Capacity Analysis Maps."
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542335800""><span style=""color:blue""><u>COMMENTS</u></span></a>","CALSTART, Inc.","Opening Comments on Proposed Decision Adopting Improvements to Distribution Planning and Project Execution Process, Distribution Resource Planning Data Portals, and Integration Capacity Analysis Maps."
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542247657""><span style=""color:blue""><u>COMMENTS</u></span></a>",Advanced Energy United,"Opening Comments on Proposed Decision adopting Improvements to the Distribution Planning and Project Execution Process, Distribution Resource Planning Portals, and Integration Capacity Analysis Maps."
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542247630""><span style=""color:blue""><u>COMMENTS</u></span></a>","Natural Resources Defense Council,Environmental Defense Fund","OPENING COMMENTS OF ENVIRONMENTAL DEFENSE FUND AND NATURAL RESOURCES DEFENSE COUNCIL ON THE PROPOSED DECISION ADOPTING IMPROVEMENTS TO DISTRIBUTION PLANNING AND PROJECT EXECUTION PROCESS, DISTRIBUTION RESOURCE PLANNING DATA PORTALS, AND INTEGRATION CAPACITY ANALYSIS MAPS"
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=546561436""><span style=""color:blue""><u>COMMENTS</u></span></a>",Clean Coalition,COMMENTS ON PROPOSED DECISION
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542129069""><span style=""color:blue""><u>COMMENTS</u></span></a>",Powering America's Commercial Transportation,"Opening Comments on Proposed Decision adopting Improvements to the Distribution Planning and Project Execution Process, Distribution Resource Planning Portals, and Integration Capacity Analysis Maps."
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542231360""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pilot Travel Centers LLC,"Comments on Proposed Decision adopting Improvements to the Distribution Planning and Project Execution Process, Distribution Resource Planning Portals, and Integration Capacity Analysis Maps."
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542247631""><span style=""color:blue""><u>COMMENTS</u></span></a>",CENTER FOR ACCESSIBLE TECHNOLOGY,"COMMENTS OF CENTER FOR ACCESSIBLE TECHNOLOGY ON PROPOSED DECISION ADOPTING IMPROVEMENTS TO DISTRIBUTION PLANNING AND PROJECT EXECUTION, DISTRIBUTION RESOURCE PLANNING DATA PORTALS, AND INTEGRATION CAPACITY ANALYSIS MAPS"
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542129144""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,"Comments on Commissioner Houcks Proposed Decision Adopting Improvements to Distribution Planning and Project Execution Process, Distribution Resource Planning Data Portals, and Integration Capacity Analysis Maps."
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542335708""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,"Opening Comments on Proposed Decision adopting Improvements to the Distribution Planning and Project Execution Process, Distribution Resource Planning Portals, and Integration Capacity Analysis Maps."
"October 03, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542247651""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,"Opening Comments on Proposed Decision adopting Improvements to the Distribution Planning and Project Execution Process, Distribution Resource Planning Portals, and Integration Capacity Analysis Maps."
"September 30, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=541493371""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/Cooke/CPUC,NOTICE OF COASSIGNMENT. Please be advised that Administrative Law Judge (ALJ) Justin Regnier is being co-assigned with ALJ Kelly A. Hymes and ALJ Manisha Lakhanpal to Rulemaking 21-06-017.
"September 27, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=541493353""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/LAKHANPAL/CPUC,ALJ/HYMES/CPUC","E-Mail Ruling addressing motions for party status. The motions of UtilityAPI, Inc, and PowerFlex, Inc. requesting party status are granted. The motion of OhmConnect, Inc. requesting party status is denied, without prejudice."
"September 20, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=540720030""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/HYMES/CPUC,Administrative Law Judges Ruling addressing utility motions regarding 2024 Grid Needs Assessment and Distribution Deferral Opportunity Report.
"September 13, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=539999224""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",CMMR/HOUCK/CPUC,"Proposed Decision adopting improvements to distribution planning and project execution process, distribution resource planning data portals, and integration capacity analysis maps. Opening comments, which shall not exceed 15 pages, are due no later than October 3, 2024. Reply comments, which shall not exceed 5 pages, are due within five days after the last day for filing opening comments."
"September 11, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=539999999""><span style=""color:blue""><u>REPORT</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,(PUBLIC VERSION) Updated 2024 Grid Needs Assessment Report and Distribution Deferral Opportunity Report.
"September 11, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=539999077""><span style=""color:blue""><u>MOTION</u></span></a>",Pacific Gas and Electric Company,Motion for Extension of Time to Update the Grid Needs Assessment and Distribution Deferral Opportunity Layers on Data Portal.
"September 11, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=539999197""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",San Diego Gas & Electric Company,Independent Professional Engineer Preliminary Data Adequacy Report.
"September 11, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=539999205""><span style=""color:blue""><u>REPORT</u></span></a>",Southern California Edison Company,"SUBMISSION OF IPE PRELIMINARY DATA ADEQUACY REPORT  PURSUANT TO RULING DATED MAY 19, 2023"
"September 11, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=539999660""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,(PUBLIC VERSION) Updated 2024 Grid Needs Assessment Report and Distribution Deferral Opportunity Report.
"September 10, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=539999881""><span style=""color:blue""><u>REPORT</u></span></a>",Pacific Gas and Electric Company,INDEPENDENT PROFESSIONAL ENGINEER PRELIMINARY DATA ADEQUACY REPORT FILED BY PACIFIC GAS AND ELECTRIC COMPANY (U39E).
"September 05, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=539204079""><span style=""color:blue""><u>REPORT</u></span></a>",Pacific Gas and Electric Company,[PUBLIC VERSION] 2024 Grid Needs Assessment Report and Distribution Deferral Opportunity Report.
"September 05, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=539203329""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",Pacific Gas and Electric Company,[PUBLIC VERSION] 2024 Grid Needs Assessment Report and Distribution Deferral Opportunity Report.
"August 30, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=539203294""><span style=""color:blue""><u>MOTION</u></span></a>","UTILITYAPI, INC.","MOTION FOR PARTY STATUS. MFPS GRANTED via E-mail Ruling Issued on September 27, 2024 by ALJ Kelly Hymes."
"August 29, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=539203255""><span style=""color:blue""><u>MOTION</u></span></a>",Southern California Edison Company,MOTION TO ACCEPT AMENDED GRID NEEDS ASSESSMENT DATASET ASSOCIATED WITH PUBLIC VERSION OF 2024 GRID NEEDS ASSESSMENT AND DISTRIBUTION DEFERRAL OPPORTUNITY REPORT AND WITHDRAW AND REPLACE PRIOR FILING
"August 29, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=541492933""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,[PUBLIC VERSION] AMENDED 2024 GRID NEEDS ASSESSMENT AND DISTRIBUTION DEFERRAL OPPORTUNITY REPORT
"August 21, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=538617632""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/HYMES/ CPUC,"ADMINISTRATIVE LAW JUDGES RULING GRANTING MOTION OF SOUTHERN CALIFORNIA EDISON COMPANY TO CLOSE EXISTING PARTNERSHIP PILOT SOLICITATIONS ON SEPTEMBER 1, 2024. The August 5, 2024, Motion of Southern California Edison Company for Clarification Regarding Existing Partnership Pilot Solicitations is granted. 2. On September 1, 2024, Southern California Edison Company shall close the six Partnership Pilot projects with open subscription windows listed in the table of this ruling."
"August 19, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=538141275""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/HYMES/ CPUC,"Administrative Law Judges Ruling granting Pacific Gas and Electric Company motion for extension of time. Pacific Gas and Electric Company shall file the companys 2024 Grid Needs Assessment and Distribution Deferral Opportunity Report no later than September 5, 2024."
"August 15, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=538141152""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",San Diego Gas & Electric Company,LAW AND MOTION MOTION MOTION FOR LEAVE TO FILE CONFIDENTIAL MATERIALS UNDER SEAL. Portions redacted.
"August 15, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=538140375""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",San Diego Gas & Electric Company,[PUBLIC VERSION] 2024 GRID NEEDS ASSESSMENT REPORT AND DISTRIBUTION DEFERRAL OPPORTUNITY REPORT
"August 15, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=538140374""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",Southern California Edison Company,[PUBLIC REPORT] 2024 GRID NEEDS ASSESSMENT AND DISTRIBUTION DEFERRAL OPPORTUNITY REPORT & LAW AND MOTION MOTION FOR LEAVE TO FILE ITS CONFIDENTIAL 2024 GRID NEEDS ASSESSMENT REPORT AND 2024 DISTRIBUTION DEFERRAL OPPORTUNITY REPORT UNDER SEAL. Portions redacted.
"August 15, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=538140925""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,[PUBLIC REPORT] 2024 GRID NEEDS ASSESSMENT AND DISTRIBUTION DEFERRAL OPPORTUNITY REPORT
"August 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=537491546""><span style=""color:blue""><u>MOTION</u></span></a>",Pacific Gas and Electric Company,MOTION FOR EXTENSION OF TIME TO FILE THE 2024 GRID NEEDS ASSESSMENT AND DISTRIBUTION DEFERRAL OPPORTUNITY REPORT AND UPDATE ITS DATA PORTAL BY PACIFIC GAS AND ELECTRIC COMPANY (U 39 E)
"August 05, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=537498248""><span style=""color:blue""><u>MOTION</u></span></a>",Southern California Edison Company,MOTION FOR CLARIFICATION REGARDING EXISTING PARTNERSHIP PILOT SOLICITATIONS
"August 01, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=537633278""><span style=""color:blue""><u>REPORT</u></span></a>","Southern California Edison Company,San Diego Gas & Electric Company,Pacific Gas and Electric Company",JOINT 2024 INDEPENDENT EVALUATOR POST-PROCUREMENT UTILITY COMPARISON REPORT AND 2023 DISTRIBUTION INVESTMENT DEFERRAL FRAMEWORK REQUESTS FOR OFFERS AND PARTNERSHIP PILOT
"July 24, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=536273822""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,Reply Comments on Administrative Law Judges Ruling
"July 24, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=536636679""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/M.Miley/CPUC,Reply Comments on Administrative Law Judges Ruling
"July 22, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=536636677""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,Reply Comments on Administrative Law Judges Ruling
"July 22, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=536636678""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Reply Comments on Administrative Law Judges Ruling
"July 22, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=536273821""><span style=""color:blue""><u>COMMENTS</u></span></a>","Enphase Energy, Inc.",Reply Comments on Administrative Law Judges Ruling
"July 22, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=536272837""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Reply Comments on Administrative Law Judges Ruling
"July 22, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=536273490""><span style=""color:blue""><u>COMMENTS</u></span></a>",Vehicle-Grid Integration Council,Reply Comments on Administrative Law Judges Ruling
"July 22, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=536273815""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,Reply Comments on Administrative Law Judges Ruling
"July 22, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=536273818""><span style=""color:blue""><u>COMMENTS</u></span></a>",Clean Coalition,Reply Comments on Administrative Law Judges Ruling
"July 22, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=536630529""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Reply Comments on Administrative Law Judges Ruling
"July 10, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535618008""><span style=""color:blue""><u>MOTION</u></span></a>","PowerFlex, Inc.","MOTION FOR PARTY STATUS OF POWERFLEX, INC. MFPS GRANTED via E-mail Ruling Issued on September 27, 2024 by ALJ Kelly Hymes."
"July 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535618099""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,OPENING COMMENTS ON THE SMART INVERTER OPERATIONALIZATION WORKING GROUP REPORT AND CYBERSECURITY WORKING GROUP REPORT
"July 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535116415""><span style=""color:blue""><u>COMMENTS</u></span></a>","Enphase Energy, Inc.",OPENING COMMENTS ON SMART INVERTER OPERATIONALIZATION WORKING GROUP REPORTS
"July 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535173395""><span style=""color:blue""><u>COMMENTS</u></span></a>",Vehicle-Grid Integration Council,OPENING COMMENTS ON THE ADMINISTRATIVE LAW JUDGES RULING PROVIDING TWO WORKING GROUP REPORTS AND DIRECTING RESPONSES TO QUESTIONS ON REPORTS
"July 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535173390""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,OPENING COMMENTS ON TRACK 3 WORKING GROUP REPORTS
"July 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535541452""><span style=""color:blue""><u>RESPONSE</u></span></a>",San Diego Gas & Electric Company,"RESPONSES TO QUESTIONS SET FORTH IN ATTACHMENT 3 OF THE ADMINISTRATIVE LAW JUDGES MAY 29, 2024 RULING"
"July 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535108037""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Solar & Storage Association,OPENING COMMENTS ON SMART INVERTER OPERATIONALIZATION WORKING GROUP REPORTS
"July 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535116542""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/M.Miley/CPUC,OPENING COMMENTS ON ADMINISTRATIVE LAW JUDGES RULING PROVIDING TWO WORKING GROUP REPORTS AND DIRECTING RESPONSES TO QUESTIONS ON REPORTS
"July 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535170273""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,OPENING COMMENTS ON ADMINISTRATIVE LAW JUDGES RULING PROVIDING TWO WORKING GROUP REPORTS AND DIRECTING RESPONSES TO QUESTIONS ON REPORTS
"July 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535116411""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,OPENING COMMENTS RESPONDING TO QUESTIONS CONTAINED INATTACHMENT 3 TO ADMINISTRATIVE LAW JUDGES RULING PROVIDING TWO WORKING GROUP REPORTS AND DIRECTING RESPONSES TO QUESTIONS ON REPORTS
