Filing Date,Document Type,Filed By,Description
"September 16, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=540719936""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,OPENING COMMENTS ON PROPOSED DECISION
"September 16, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=540719409""><span style=""color:blue""><u>COMMENTS</u></span></a>",Alliance for Retail Energy Markets,Comments of the Alliance for Retail Energy Markets on the Proposed Phase Two Decision updating General Order 156 Supplier Diversity Program.
"September 16, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=540719405""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,California Community Choice Associations opening comments on the Proposed Phase Two Decision updating General Order 156 Supplier Diversity Program.
"August 27, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=538693998""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",CMMR/DOUGLAS/CPUC,"PROPOSED PHASE TWO DECISION UPDATING GENERAL ORDER 156 SUPPLIER DIVERSITY PROGRAM. Opening comments, which shall not exceed 15 pages, are due no later than September 16, 2024. Reply comments, which shall not exceed 5 pages, are due within five days after the last day for filing opening comments."
"January 17, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=523965974""><span style=""color:blue""><u>NOTICE</u></span></a>",Ava Community Energy Authority,NOTICE OF PARTY NAME CHANGE FROM EAST BAY COMMUNITY ENERGY AUTHORITY TO AVA COMMUNITY ENERGY AUTHORITY
"November 02, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520768243""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2311043 - Decision Granting Compensation To The Small Business Utilities Advocates For Substantial Contribution To Decision (D.) 22-04-035.
"November 02, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520758646""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2311038 - Decision Granting Compensation To National Diversity Coalition For Substantial Contribution To Decision (D.) 22-04-035.
"November 02, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520557659""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2311037 - Decision Granting Compensation To The Center For Accessible Technology For Substantial Contribution To Decision 22-04-035.
"September 21, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520490918""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D2309014 - Order Extending Statutory Deadline. This decision extends the statutory deadline in this proceeding from September 17, 2023 to September 17, 2024."
"March 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=503589502""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/AFARY/CPUC,ADMINISTRATIVE LAW JUDGE’S RULING REJECTING HISPANICS IN ENERGY’S NOTICE OF INTENT TO CLAIM INTERVENOR COMPENSATION
"March 08, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=503284029""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/Cooke/CPUC,NOTICE OF REASSIGNMENT. Rulemaking 21-03-010 is being Reassigned from Administrative Law Judge (ALJ) Regina DeAngelis to ALJ Lena Afary.
"February 24, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=502757213""><span style=""color:blue""><u>NOTICE</u></span></a>",CTIA,NOTICE OF SUBSTITUTION OF REPRESENTATIVE
"January 31, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501652375""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/Cooke/CPUC,NOTICE OF REASSIGNMENT
"January 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501680032""><span style=""color:blue""><u>COMMENTS</u></span></a>",Alliance for Retail Energy Markets,REPLY COMMENTS OF THE ALLIANCE FOR RETAIL ENERGY MARKETS IN RESPONSE TO ADMINISTRATIVE LAW JUDGE’S RULING REGARDING PHASE 2
"January 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501680031""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,CALIFORNIA COMMUNITY CHOICE ASSOCIATION’S REPLY COMMENTS ON ADMINISTRATIVE LAW JUDGE’S RULING REGARDING PHASE 2
"January 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501680135""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,REPLY COMMENTS OF THE CENTER FOR ACCESSIBLE TECHNOLOGY ON ADMINISTRATIVE LAW JUDGE'S RULING ON PHASE 2
"January 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501679088""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,Reply Comments on ALJ Ruling Regarding Phase 2
"January 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501679033""><span style=""color:blue""><u>COMMENTS</u></span></a>",Hispanics In Energy,REPLY COMMENTS OF HISPANICS IN ENERGY TO THE ADMINISTRATIVE LAW JUDGE’S RULING FOR PHASE 
"January 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501680242""><span style=""color:blue""><u>COMMENTS</u></span></a>","Charter Fiberlink CA- CCO, LLC,Time Warner Cable Information Services (California), LLC,Bright House Network Infromation Services (California), LLC","REPLY COMMENTS OF CHARTER FIBERLINK CA-CCO, LLC, TIME WARNER CABLE INFORMATION SERVICES (CALIFORNIA), LLC, AND BRIGHT HOUSE NETWORKS INFORMATION SERVICES (CALIFORNIA), LLC ON THE ADMINISTRATIVE LAW JUDGE’S RULING REGARDING PHASE 2"
"January 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501654058""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Efficiency + Demand Management Council,REPLY COMMENTS OF THE CALIFORNIA EFFICIENCY + DEMAND MANAGEMENT COUNCIL ON ADMINISTRATIVE LAW JUDGE’S RULING REGARDING PHASE 2
"January 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501679017""><span style=""color:blue""><u>COMMENTS</u></span></a>","Comcast Phone of California, LLC","REPLY COMMENTS OF COMCAST PHONE OF CALIFORNIA, LLC (U-5698-C) ON ADMINISTRATIVE LAW JUDGE’S RULING REGARDING PHASE 2"
"January 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501680239""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,SOUTHERN CALIFORNIA EDISON COMPANY’S (U 338-E) REPLY COMMENTS ON ADMINISTRATIVE LAW JUDGE’S RULING REGARDING PHASE 2
"January 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501872272""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA WATER ASSOCIATION,Reply Comments on ALJ Ruling Regarding Phase 2
"January 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501872573""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,SBC Long Distance, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,New Cingular Wireless PCS, LLC,Santa Barbara Cellular Systems, Ltd.",Reply comments of AT&T on Administrative Law Judge’s Ruling regarding Phase 2.
"January 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501652356""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Gas Company,San Diego Gas & Electric Company","REPLY COMMENTS OF SAN DIEGO GAS & ELECTRIC COMPANY (U902M) SOUTHERN CALIFORNIA GAS COMPANY (U904G) ON THE NOVEMBER 30, 2022, ADMINIS7RATIVE LAW JUDGE RULING SEEKING INFORMATION TO DEVELOP THE RECORD IN PHASE 2 OF THIS PROCEEDING"
"January 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501683666""><span style=""color:blue""><u>COMMENTS</u></span></a>",National Diversity Coalition,COMMENTS OF THE NATIONAL DIVERSITY COALITION ON THE ADMINISTRATIVE LAW JUDGE’S RULING REGARDING PHASE 
"January 19, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501282431""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DEANGELIS/CPUC,EMAIL RULING GRANTING MOTION FOR PARTY STATUS BY CTIA03010
"January 17, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501534020""><span style=""color:blue""><u>COMMENTS</u></span></a>",Hispanics In Energy,Comments of Hispanics In Energy to the Administrative Law Judge’s Ruling for Phase 2 (late-filed authorized by ALJ DeAngelis per e-mail of 1/26/2023).
"January 17, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501145592""><span style=""color:blue""><u>MOTION</u></span></a>",CTIA,"MOTION FOR PARTY STATUS. MFPS GRANTED via E-mail Ruling issued by ALJ Regina DeAngelis on January 18, 2023.
"
"January 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501002993""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA WATER ASSOCIATION,COMMENTS  ON ADMINISTRATIVE LAW JUDGE’S RULING REGARDING PHASE 2
"January 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501407540""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,SBC Long Distance, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,New Cingular Wireless PCS, LLC,Santa Barbara Cellular Systems, Ltd.",Opening comments of AT&T on Administrative Law Judge’s Ruling regarding Phase 2.
"January 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501519023""><span style=""color:blue""><u>COMMENTS</u></span></a>","T-Mobile West LLC,Sprint Spectrum LLC","Comments of T-Mobile West LLC and Sprint Spectrum LLC on Administrative Law Judge DeAngelis’s November 30, 2022 Ruling regarding Phase 2. "
"January 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501145598""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,CALIFORNIA COMMUNITY CHOICE ASSOCIATION’S COMMENTS ON ADMINISTRATIVE LAW JUDGE’S RULING REGARDING PHASE 2
"January 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501100232""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,OPENING COMMENTS ON ADMINISTRATIVE LAW JUDGE’S RULING REGARDING PHASE 2 
"January 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501102673""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Opening Comments on Administrative Law Judge’s Ruling
"January 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501105408""><span style=""color:blue""><u>COMMENTS</u></span></a>","Comcast Phone of California, LLC",Comments on Administrative Law Judge’s Ruling
"January 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501140335""><span style=""color:blue""><u>COMMENTS</u></span></a>",Alliance for Retail Energy Markets,Comments on Administrative Law Judge’s Ruling
"January 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501140346""><span style=""color:blue""><u>COMMENTS</u></span></a>","Charter Fiberlink CA- CCO, LLC,Time Warner Cable Information Services (California), LLC,Bright House Network Infromation Services (California), LLC","COMMENTS OF CHARTER FIBERLINK CA-CCO, LLC, TIME WARNER CABLE INFORMATION SERVICES (CALIFORNIA), LLC, AND BRIGHT HOUSE NETWORKS INFORMATION SERVICES (CALIFORNIA), LLC ON THE ADMINISTRATIVE LAW JUDGE’S RULING REGARDING PHASE 2"
"January 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501134676""><span style=""color:blue""><u>COMMENTS</u></span></a>","SAN DIEGO GAS & ELECTRIC COMPANY,SOUTHERN CALIFORNIA GAS COMPANY",Joint Opening Comments on Administrative Law Judge’s Ruling
"January 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501099644""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Comments on Administrative Law Judge’s Ruling
"January 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501282760""><span style=""color:blue""><u>COMMENTS</u></span></a>",CTIA,COMMENTS OF CTIA ON ADMINISTRATIVE LAW JUDGE’S RULING REGARDING PHASE 2 
"January 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501099645""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southwest Gas Corporation,Opening Comments on Administrative Law Judge’s Ruling
"January 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=500976999""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Opening Comments on ALJ Ruling on Phase 2
"January 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=500986425""><span style=""color:blue""><u>COMMENTS</u></span></a>","Shell Energy North America (US), L.P.",Opening Comments on Administrative Law Judge’s Ruling
"January 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=501105395""><span style=""color:blue""><u>COMMENTS</u></span></a>",National Diversity Coalition,Opening Comments on ALJ Ruling Regarding Phase 2
"December 12, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=499887523""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DeANGELIS/CPUC,"E-MAIL RULING GRANTING REQUEST FOR EXTENSION OF TIME TO FILE COMMENTS The request for an extension of time to file opening and reply comments by Center for Accessible Technology (CforAT) is granted. Opening comments are due on or before January 13, 2023, and reply comments are due on or before January 30, 2023. "
"December 12, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=499887687""><span style=""color:blue""><u>NOTICE</u></span></a>",Hispanics In Energy,of intent to claim intervenor compensation. 
"November 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=499347363""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DEANGELIS/CPUC,ADMINISTRATIVE LAW JUDGE’S RULING REGARDING PHASE 2 
"August 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496628787""><span style=""color:blue""><u>SCOPING RULING</u></span></a>",CMMR/RECHTSCHAFFEN/CPUC,"Assigned Commissioner’s Amended Scoping Memo and Ruling for Phase 2. The category of the proceeding remains quasi-legislative. The statutory deadline is extended to September 17, 2023. Evidentiary hearings are not needed for Phase 2. The scope and the schedule of Phase 2 are as set forth."
"June 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=486447196""><span style=""color:blue""><u>REQUEST</u></span></a>",National Diversity Coalition,for intervenor compensation for contribution to D22-04-035
"June 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=486440007""><span style=""color:blue""><u>REQUEST</u></span></a>",Small Business Utility Advocates,for intervenor compensation for contribution to D22-04-035
"June 13, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=485544988""><span style=""color:blue""><u>REQUEST</u></span></a>",Center for Accessible Technology,for intervenor compensation for contribution to D22-04-035
"April 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=466761944""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D2204035 - Decision Revising General Order 156 Supplier Diversity Program To Implement Senate Bill 255, Adopt A Voluntary Procurement Goal For LGBT Business Enterprises, Incorporate Persons With Disabilities Business-Enterprises, And Other Updates."
"April 06, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=465574402""><span style=""color:blue""><u>NOTICE</u></span></a>","Shell Energy North America (US), L.P.",NOTICE OF SUBSTITUTION OF COUNSEL 
"March 22, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=461182795""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DeANGELIS/CPUC,E-MAIL RULING GRANTING REGENTS OF THE UNIVERSITY OF CALIFORNIA MOTION FOR PARTY STATUS AND ACCEPTING REPLY COMMENTS
"March 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=456555104""><span style=""color:blue""><u>COMMENTS</u></span></a>",BuildOUT California,Reply Comments on Proposed Decision
"March 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=456594207""><span style=""color:blue""><u>COMMENTS</u></span></a>","MCI Communications Services LLC,XO Communications Services,Cellco Partnership",Reply Comments on Proposed Decision
"March 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=456312813""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,Reply Comments on Proposed Decision
"March 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=456312816""><span style=""color:blue""><u>COMMENTS</u></span></a>",National Diversity Coalition,Reply Comments on Proposed Decision
"March 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=456594219""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,REPLY COMMENTS ON THE PROPOSED DECISION
"March 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=456594214""><span style=""color:blue""><u>COMMENTS</u></span></a>","Comcast Phone of California, LLC",Reply Comments on Proposed Decision
"March 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=456277971""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Southern California Edison Company’s reply comments on the Proposed Decision revising General Order 156 Supplier Diversity Program.
"March 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=456801757""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Reply Comments on Proposed Decision
"March 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=461182771""><span style=""color:blue""><u>COMMENTS</u></span></a>",Regents of the University of California,REPLY COMMENTS ON THE PROPOSED DECISION
"March 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=456594218""><span style=""color:blue""><u>MOTION</u></span></a>",Regents of the University of California,MOTION FOR PARTY STATUS
"March 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=456801766""><span style=""color:blue""><u>COMMENTS</u></span></a>","Shell Energy North America (US), L.P. d/b/a Shell Energy Solutions,Alliance for Retail Energy Markets",Joint Reply Comments on Proposed Decision
"March 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=457756792""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,SBC Long Distance, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,New Cingular Wireless PCS, LLC,Santa Barbara Cellular Systems, Ltd.",Reply comments of AT&T on Proposed Decision.
"March 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=454983905""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Opening Comments on Proposed Decision
"March 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=455004666""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Efficiency + Demand Management Council,Opening Comments on Proposed Decision
"March 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=454865327""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,Opening Comments on Proposed Decision
"March 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=455736673""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Opening Comments on Proposed Decision
"March 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=455663364""><span style=""color:blue""><u>COMMENTS</u></span></a>","Alliance for Retail Energy Markets,Shell Energy North America (US), L.P.",Opening Comments on Proposed Decision
"March 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=455004634""><span style=""color:blue""><u>COMMENTS</u></span></a>","MCI Communications Services LLC,XO Communications Services,Cellco Partnership",Opening Comments on Proposed Decision
"March 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=455677109""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,SBC Long Distance, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,New Cingular Wireless PCS, LLC,Santa Barbara Cellular Systems, Ltd.",Opening comments on Proposed Decision.
"March 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=454876245""><span style=""color:blue""><u>COMMENTS</u></span></a>",National Diversity Coalition,Opening Comments on Proposed Decision
"March 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=455736694""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Diego Gas & Electric Company,Southern California Gas Company",Joint Opening Comments on Proposed Decision
"March 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=454876252""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Opening Comments on Proposed Decision
"March 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=455736695""><span style=""color:blue""><u>COMMENTS</u></span></a>","Cox California Telcom, LLC",Opening Comments on Proposed Decision
"March 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=454865320""><span style=""color:blue""><u>COMMENTS</u></span></a>","Charter Fiberlink CA-CCO, LLC,Time Warner Cable Information Services (California), LLC,Bright House Networks Information Services (California), LLC",Opening Comments on Proposed Decision
"March 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=455663367""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA WATER ASSOCIATION,CALIFORNIA WATER ASSOCIATION COMMENTS ON THE PROPOSED DECISION OF COMMISSIONER RECHTSCHAFFEN
"March 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=454982025""><span style=""color:blue""><u>COMMENTS</u></span></a>",National LGBT Chamber of Commerce,Opening Comments on Proposed Decision
"March 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=454982020""><span style=""color:blue""><u>COMMENTS</u></span></a>","Comcast Phone of California, LLC",Opening Comments on Proposed Decision
"March 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=455736676""><span style=""color:blue""><u>COMMENTS</u></span></a>",BuildOUT California,Opening Comments on Proposed Decision
"March 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=455736740""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,California Community Choice Association’s comments on the Proposed Decision.
