Filing Date,Document Type,Filed By,Description
"February 14, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=451412189""><span style=""color:blue""><u>NOTICE</u></span></a>","Shell Energy North America (US), L.P.",NOTICE OF CHANGE OF NAME
"February 09, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=449435153""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",CMMR/RECHTSCHAFFEN/CPUC,"PROPOSED DECISION REVISING GENERAL ORDER 156 SUPPLIER DIVERSITY PROGRAM TO IMPLEMENT SENATE BILL 255, ADOPT A VOLUNTARY PROCUREMENT GOAL FOR LGBT BUSINESS ENTERPRISES, INCORPORATE PERSONS WITH DISABILITIES BUSINESS ENTERPRISES, AND OTHER UPDATES. Opening Comments, which shall not exceed 15 pages, are due on March 1, 2022. Reply Comments, which shall not exceed 5 pages, are due 5 days after the last days for filing Opening Comments."
"October 22, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=417418094""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DEANGELIS/CPUC,E-MAIL RULING GRANTING MOTION FOR PARTY STATUS BY CALIFORNIA EFFICIENCY + DEMAND MANAGEMENT COUNCIL
"October 21, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=415875258""><span style=""color:blue""><u>MOTION</u></span></a>",California Efficiency + Demand Management Council,"Motion for Party Status of California Efficiency + Demand Management Council. MFPS GRANTED via E-mail Ruling issued by ALJ DeAngelis on October 22, 2021"
"September 21, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=409159216""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DEANGELIS/CPUC,"ADMINISTRATIVE LAW JUDGE’S RULING ON HISPANICS IN ENERGY’S NOTICE OF INTENT TO CLAIM INTERVENOR COMPENSATION. The Notice of Intent to Claim Intervenor Compensation filed by Hispanics in Energy is rejected, as set forth above. Hispanics in Energy has not satisfied the eligibility requirements of Pub. Util. Code § 1804(a), as set forth above. Additional guidance is provided to Hispanics in Energy as set forth above. "
"September 10, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=406286657""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DEANGELIS/CPUC,"E-MAIL RULING NOTICING WORKSHOP ON SEPTEMBER 22, 2021. This email ruling serves to notice a workshop in this proceeding by Staff of the California Public Utilities Commission (Commission) to be held remotely on September 22, 2021 at 9:00 a.m."
"August 27, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=403446826""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DEANGELIS/CPUC,"E-MAIL RULING NOTICING WORKSHOP ON SEPTEMBER 14, 2021. This email ruling serves to notice a workshop by Staff of the California Public Utilities Commission (Commission) to be held remotely on September 14, 2021 at 9:00 am."
"August 18, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=401076596""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Reply Comments on Staff Proposal
"August 18, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=401087803""><span style=""color:blue""><u>COMMENTS</u></span></a>",Great Oaks Water Company,Reply Comments on Staff Proposal
"August 18, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=401087833""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,SBC Long Distance, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,New Cingular Wireless PCS, LLC,Santa Barbara Cellular Systems, Ltd.",Reply Comments on the Assigned Commissioner’s Scoping Memo and Ruling and the Administrative Law Judge’s Ruling
"August 18, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=400642087""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Choice Energy Authority,Reply Comments on Staff Proposal
"August 18, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=400642081""><span style=""color:blue""><u>COMMENTS</u></span></a>","Comcast Phone of California, LLC",Reply Comments on Staff Proposal
"August 18, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=400593935""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Reply Comments on Staff Proposal
"August 18, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=399893766""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Reply Comments on Staff Proposal
"August 18, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=399893746""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,REPLY COMMENTS ON STAFF PROPOSAL TO REVISE GENERAL ORDER 156 FOR THE SUPPLIER DIVERSITY PROGRAM
"August 18, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=400897605""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA WATER ASSOCIATION,Reply Comments on Staff Proposal
"August 18, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=400897600""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Gas Company,San Diego Gas & Electric Company",Reply Comments on Staff Proposal 
"August 18, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=400580064""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,Reply Comments on Staff Proposal
"August 18, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=400897606""><span style=""color:blue""><u>COMMENTS</u></span></a>",National Diversity Coalition,Reply Comments on Staff Proposal
"August 18, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=400580063""><span style=""color:blue""><u>COMMENTS</u></span></a>",BuildOUT California,Reply Comments on Staff Proposal
"August 11, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=398052766""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DEANGELIS/CPUC,"E-MAIL RULING GRANTING MOTION FOR PARTY STATUS BY MCI COMMUNICATIONS SERVICES LLC, XO COMMUNICATIONS SERVICES AND CELLCO PARTNERSHIP"
"August 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397534902""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DEANGELIS/CPUC,E-MAIL RULING GRANTING MOTION FOR PARTY STATUS FILED BY HISPANICS IN ENERGY
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397262242""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,Comments on Staff Proposal
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397495986""><span style=""color:blue""><u>COMMENTS</u></span></a>",National Diversity Coalition,OPENING COMMENTS ON THE STAFF PROPOSAL
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397775948""><span style=""color:blue""><u>COMMENTS</u></span></a>","Comcast Phone of California, LLC",Comments on the Assigned Commissioner’s Scoping Memo and Ruling and the Administrative Law Judge’s Ruling
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397288323""><span style=""color:blue""><u>COMMENTS</u></span></a>","Shell Energy North America (US), L.P.,The Alliance for Retail Energy Markets",Opening Comments on Staff Proposal
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397775955""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,"COMMENTS ON STAFF PROPOSAL, WORKSHOP, AND ADDITIONAL QUESTIONS"
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397288331""><span style=""color:blue""><u>COMMENTS</u></span></a>","Sierra Telephone Company, Inc.",Comments on the Assigned Commissioner’s Scoping Memo and Ruling and the Administrative Law Judge’s Ruling
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397262247""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Comments on the Assigned Commissioner’s Scoping Memo and Ruling and the Administrative Law Judge’s Ruling
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=396370096""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Choice Energy Authority,Opening Comments on Staff Proposal
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397288340""><span style=""color:blue""><u>COMMENTS</u></span></a>",Great Oaks Water Company,Comments on Staff Proposal
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397288332""><span style=""color:blue""><u>COMMENTS</u></span></a>",BuildOUT California,Comments on the Assigned Commissioner’s Scoping Memo and Ruling and the Administrative Law Judge’s Ruling
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397288319""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA WATER ASSOCIATION,"Comments on Workshop, Staff Proposal, and Questions Presented"
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397312150""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southwest Gas Corporation,"COMMENTS ON THE STAFF PROPOSAL TO REVISE GENERAL ORDER 156 FOR THE SUPPLIER DIVERSITY PROGRAM, SUBSEQUENT WORKSHOP, AND QUESTIONS PRESENTED"
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397529710""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Comments on Staff Proposal
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397534924""><span style=""color:blue""><u>COMMENTS</u></span></a>","Charter Fiberlink CA-CCO, LLC,Time Warner Cable Information Services (California), LLC,Bright House Networks Information Services (California), LLC",JOINT COMMENTS ON STAFF PROPOSAL
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397529733""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,SBC Long Distance, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,New Cingular Wireless PCS, LLC,Santa Barbara Cellular Systems, Ltd.",Comments on the Assigned Commissioner’s Scoping Memo and Ruling and the Administrative Law Judge’s Ruling
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397534870""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Opening Comments on Staff Proposal
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=398046704""><span style=""color:blue""><u>COMMENTS</u></span></a>","MCI Communications Services LLC,XO Communications Services,Cellco Partnership",Joint Comments on Staff Proposal to revise General Order 156 – Supplier Diversity Program.
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=398929659""><span style=""color:blue""><u>MOTION</u></span></a>","MCI Communications Services LLC,XO Communications Services,Cellco Partnership","Motion for Party Status of MCI Communications Services LLC (U 5378 C), XOCommunications Services (U 5553 C), and Cellco Partnership (U 3001 C)"
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=398225100""><span style=""color:blue""><u>NOTICE</u></span></a>",Hispanics In Energy,of intent to claim intervenor compensation
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=396667284""><span style=""color:blue""><u>COMMENTS</u></span></a>",Hispanics In Energy,COMMENTS TO STAFF PROPOSAL TO REVISE GENERAL ORDER 156 FOR THE SUPPLIER DIVERSITY PROGRAM
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397529720""><span style=""color:blue""><u>MOTION</u></span></a>",Hispanics In Energy,Motion for Party Status of Hispanics In Energy
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397775954""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Diego Gas & Electric Company,Southern California Gas Company",JOINT COMMENTS TO THE STAFF PROPOSAL TO REVISE GENERAL ORDER 156 FOR THE SUPPLIER DIVERSITY PROGRAM AND WORKSHOP
"August 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397529715""><span style=""color:blue""><u>COMMENTS</u></span></a>","Cox California Telcom, LLC",Comments on the Assigned Commissioner’s Scoping Memo and Ruling and the Administrative Law Judge’s Ruling
"August 03, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397312114""><span style=""color:blue""><u>MOTION</u></span></a>",Alliance for Retail Energy Markets,Motion for Party Status of Alliance for Retail Energy Markets
"August 03, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=397534845""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DEANGELIS/CPUC,E-Mail Ruling granting Alliance for Retail Energy Markets motion for party status.
"July 23, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=394797024""><span style=""color:blue""><u>NOTICE</u></span></a>",Small Business Utility Advocates,of intent to claim intervenor compensation
"July 21, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=393925632""><span style=""color:blue""><u>NOTICE</u></span></a>",Center for Accessible Technology,of intent to claim intervenor compensation
"July 16, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=393926571""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DEANGELIS/CPUC,EMAIL RULING ISSUING STAFF PROPOSAL AND ENTERING THE STAFF PROPOSAL INTO THE RECORD
"July 09, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=392633772""><span style=""color:blue""><u>NOTICE</u></span></a>",National Diversity Coalition,of intent to claim intervenor compensation
"July 09, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=392633769""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DEANGELIS/CPUC,"E-Mail Ruling noticing Public Workshop (Virtual) July 21, 2021."
"July 02, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=390928845""><span style=""color:blue""><u>NOTICE</u></span></a>",National Diversity Coalition,NOTICE OF SUBSTITUTION OF COUNSEL 
"June 25, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=389505559""><span style=""color:blue""><u>SCOPING RULING</u></span></a>",CMMR/RECHTSCHAFFEN/CPUC,ASSIGNED COMMISSIONER’S SCOPING MEMO AND RULING. The scope of this proceeding is described above. The schedule of this proceeding is as set forth. Evidentiary Hearings are not needed. The category of the proceeding is quasi-legislative.
"April 26, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=379995112""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DEANGELIS/CPUC,E-Mail Ruling granting motion for party status of Valley Business Alliance dba Los Angeles Gay and Lesbian Chamber of Commerce.
"April 19, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=379733936""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Gas Company,San Diego Gas & Electric Company",JOINT REPLY COMMENTS TO THE ADMINISTRATIVE LAW JUDGE’S RULING DIRECTING OPENING COMMENTS ON THE SUPPLIER DIVERSITY
"April 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=377729012""><span style=""color:blue""><u>COMMENTS</u></span></a>",National LGBT Chamber of Commerce,"Comments on Order Instituting Rulemaking. [ALJ DeAngelis granted the acceptance of this late filing via email sent on April 14, 2021]"
"April 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=377556997""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DEANGELIS/CPUC,E-Mail Ruling granting motion for party status by Disability:IN.
"April 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=377571547""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DEANGELIS/CPUC,EMAIL RULING GRANTING MOTION FOR PARTY STATUS BY NATIONAL LGBT CHAMBER OF COMMERCE
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=377544450""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA WATER ASSOCIATION,Comments on Order Instituting Rulemaking
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=377556977""><span style=""color:blue""><u>MOTION</u></span></a>",Disability:IN,Motion for Party Status of Disability:IN
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=377556968""><span style=""color:blue""><u>COMMENTS</u></span></a>","Shell Energy North America (US), L.P.",Opening Comments on Order Instituting Rulemaking
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=377541112""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,Comments on Order Instituting Rulemaking
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=376770467""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Opening Comments on Order Instituting Rulemaking
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=377556988""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,Comments on Order Instituting Rulemaking
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=376696559""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,SBC Long Distance, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,New Cingular Wireless PCS, LLC,Santa Barbara Cellular Systems, Ltd.,Frontier California Inc.,Citizens Telecommunications Company of California Inc.,Frontier Communications of the Southwest Inc.",Joint Opening Comments on Order Instituting Rulemaking
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=377556973""><span style=""color:blue""><u>COMMENTS</u></span></a>","Bear Valley Electric Service, Inc.,PacifiCorp,Liberty Utilities (CalPeco Electric) LLC,Southwest Gas Corporation",Joint Comments on Order Instituting Rulemaking
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=377391018""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Comments on Order Instituting Rulemaking
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=376498674""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Diego Gas & Electric Company,Southern California Gas Company",Opening Comments on Order Instituting Rulemaking
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=376770469""><span style=""color:blue""><u>COMMENTS</u></span></a>","Sierra Telephone Company, Inc.",Opening Comments on Order Instituting Rulemaking
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=377391005""><span style=""color:blue""><u>COMMENTS</u></span></a>",National Diversity Coalition,Comments on Order Instituting Rulemaking
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=376743402""><span style=""color:blue""><u>MOTION</u></span></a>",Valley Business Alliance,Motion for Party Status of Valley Business Alliance
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=376501708""><span style=""color:blue""><u>MOTION</u></span></a>",National LGBT Chamber of Commerce,Motion for Party Status of National LGBT Chamber of Commerce (NGLCC)
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=377537973""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Comments on Order Instituting Rulemaking
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=376743412""><span style=""color:blue""><u>COMMENTS</u></span></a>",BuildOUT California,Comments on Order Instituting Rulemaking
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=377556984""><span style=""color:blue""><u>COMMENTS</u></span></a>","Cox California Telcom, LLC",Comments on Order Instituting Rulemaking
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=377538000""><span style=""color:blue""><u>COMMENTS</u></span></a>","Charter Fiberlink CA-CCO, LLC,Time Warner Cable Information Services (California), LLC,Bright House Networks Information Services (California), LLC",Comments on Order Instituting Rulemaking
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=377391019""><span style=""color:blue""><u>COMMENTS</u></span></a>","California Choice Energy Authority,City of Baldwin Park,City of Lancaster,City of Pico Rivera,City of Palmdale,City of Pomona,City of Rancho Mirage,City of San Jacinto,City of Santa Barbara,Town of Apple Valley",Comments on Order Instituting Rulemaking
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=379755513""><span style=""color:blue""><u>COMMENTS</u></span></a>",Great Oaks Water Company,Comments on Order Instituting Rulemaking and Preliminary Scoping Memo
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=376770483""><span style=""color:blue""><u>COMMENTS</u></span></a>","Comcast Phone of California, LLC",Comments on Order Instituting Rulemaking
"April 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=374628590""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DEANGELIS/CPUC,E-mail Ruling Granting Motion of BuildOut California for Party Status.
"March 24, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=373420280""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/SIMON/CPUC,NOTICE OF ASSIGNMENT. Rulemaking 21-03-010 is being assigned to Commissioner Clifford Rechtschaffen and Administrative Law Judge Regina DeAngelis.
"March 24, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=375483755""><span style=""color:blue""><u>MOTION</u></span></a>",BuildOUT California,Motion for Party Status of BuildOUT California
"March 18, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=373321411""><span style=""color:blue""><u>COMMISSION RULEMAKING</u></span></a>",CPUC,Order Instituting Rulemaking to Revise General Order 156 to Include Certain Electric Service Providers and Community Choice Aggregators and Encourage Voluntary Participation by Other Non-Utility Entities Pursuant to Senate Bill 255; Consider LGBT Business Enterprise Voluntary Target Procurement Percentage Goals; Incorporate Disabled Business Enterprises; Modify the Required Reports and Audits; and Update Other Related Matters.
