Filing Date,Document Type,Filed By,Description
"December 08, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=429951024""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Greenlining Institute,OPENING COMMENTS OF THE GREENLINING INSTITUTE TO THE ADMINISTRATIVE LAW JUDGE’S RULING INVITING COMMENTS ON STAFF PROPOSAL ON IMPLEMENTATION OF AFFORDABILITY METRIC
"December 06, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=430270107""><span style=""color:blue""><u>MOTION</u></span></a>",Association for Energy Affordability,Motion for Party Status of Association for Energy Affordability
"December 02, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=429992169""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2112013 - Decision Granting Compensation To National Asian American Coalition For Substantial Contribution To Decision 20-07-032.
"November 24, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=425517049""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/WATTS-ZAGHA/CPUC,E-MAIL RULING GRANTING MOTION OF CALIFORNIA WATER ASSOCIATION FOR EXTENSION OF TIME FOR COMMENTS ON STAFF PROPOSAL
"November 22, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=425516437""><span style=""color:blue""><u>MOTION</u></span></a>",California Water Association,MOTION FOR EXTENSION OF TIME FOR COMMENTS ON STAFF PROPOSAL
"November 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=420328555""><span style=""color:blue""><u>RULING</u></span></a>","CMMR/HOUCKCPUC,ALJ/WATTS-ZAGHA/CPUC","ASSIGNED COMMISSIONER’S AND ASSIGNED ADMINISTRATIVE LAW JUDGE’S RULING INVITING COMMENTS ON STAFF PROPOSAL ON IMPLEMENTATION OF AFFORDABILITY METRICS. The Affordability Metrics Implementation Staff Proposal attached to this ruling is entered into the record of this proceeding. Opening comments on the Affordability Metrics Implementation StaffProposal and the questions herein may be filed and served no later thanDecember 8, 2021. Reply comments on the Affordability Metrics Implementation StaffProposal and the questions herein may be filed and served no later thanDecember 23, 2021."
"October 26, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=417372177""><span style=""color:blue""><u>TRANSCRIPT</u></span></a>",ALJ/REPORTING/CPUC,"OCTOBER 22, 2021 - PREHEARING CONFERENCE (VIRTUAL) - PAGES 80-160 - VOLUME 2."
"October 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=415873955""><span style=""color:blue""><u>COMMENTS</u></span></a>","Association of Bay Area Governments,County of Ventura",Comments on Fourth Amended Scoping Memo and Ruling
"October 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=423504868""><span style=""color:blue""><u>NOTICE</u></span></a>",Sierra Club,of intent to claim intervenor compensation 
"October 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=422258636""><span style=""color:blue""><u>NOTICE</u></span></a>",Small Business Utility Advocates,of intent to claim intervenor compensation. 
"October 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=415874406""><span style=""color:blue""><u>MOTION</u></span></a>",California Environmental Justice Alliance,CALIFORNIA ENVIRONMENTAL JUSTICE ALLIANCE MOTION TO INTERVENE
"October 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=415875167""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Gas Company,San Diego Gas & Electric Company,Southwest Gas Corporation",Joint Comments on the Fourth Amended Assigned Commissioner''s Scoping Memo and Ruling
"October 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=415874617""><span style=""color:blue""><u>COMMENTS</u></span></a>","Calaveras Telephone Company,Cal-Ore Telephone Co.,Ducor Telephone Company,Foresthill Telephone Co.,Kerman Telephone Co.,Pinnacles Telephone Co.,The Ponderosa Telephone Co.,Sierra Telephone Company, Inc.,The Siskiyou Telephone Company,Volcano Telephone Company,Happy Valley Telephone Company,Hornitos Telephone Company,Winterhaven Telephone Company",Opening Comments on Assigned Commissioner’s Fourth Amended Scoping Memo and Ruling
"October 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=424114693""><span style=""color:blue""><u>COMMENTS</u></span></a>","Peninsula Clean Energy Authority,East Bay Community Energy,City and County of San Francisco",Comments on Fourth Amended Scoping Memo and Ruling
"October 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=423476206""><span style=""color:blue""><u>NOTICE</u></span></a>",California Environmental Justice Alliance,of intent to claim intervenor compensation. 
"October 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=415874717""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Comments on Fourth Amended Scoping Memo and Ruling
"October 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=415875272""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Comments on Assigned Commissioner''s Fourth Amended Scoping Memo and Ruling
"October 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=415874718""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Comments on Fourth Amended Scoping Memo and Ruling
"October 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=415874416""><span style=""color:blue""><u>NOTICE</u></span></a>",Natural Resources Defense Council,Notice of Intent to Claim Intervenor Compensation
"October 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=415874619""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Comments on Assigned Commissioner’s Fourth Amended Scoping Memo and Ruling
"October 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=415874939""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/OBIORA/CPUC,Comments on Assigned Commissioner’s Fourth Amended Scoping Memo and Ruling
"October 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=424114138""><span style=""color:blue""><u>COMMENTS</u></span></a>","California Environmental Justice Alliance,Sierra Club,Natural Resources Defense Council",Comments on Fourth Amended Scoping Memo and Ruling
"October 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=415873969""><span style=""color:blue""><u>MOTION</u></span></a>",Peninsula Clean Energy Authority,MOTION FOR PARTY STATUS OF PENINSULA CLEAN ENERGY AUTHORITY
"October 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=415874940""><span style=""color:blue""><u>COMMENTS</u></span></a>",National Diversity Coalition,Comments on the Assigned Commissioner''s Fourth Amended Scoping Memo and Ruling
"October 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=415275677""><span style=""color:blue""><u>MOTION</u></span></a>",Sierra Club,Motion for Party Status of Sierra Club
"October 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=414982300""><span style=""color:blue""><u>MOTION</u></span></a>",Small Business Utility Advocates,Motion for Party Status of Small Business Utility Advocates
"October 11, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=413807059""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/WATTS-ZAGHA/CPUC,E-Mail Ruling revising Phase 2 schedule.	
"October 08, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=413602902""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/WATTS-ZAGHA/CPUC,"E-Mail Ruling clarifying comments to be filed and served October 15, 2021."
"October 07, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=413590685""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2110006 - Decision Granting Compensation To The Utility Reform Network For Substantial Contribution To Decision 20-07-032.
"October 06, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=412804059""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/WATTS-ZAGHA/CPUC,E-Mail Ruling granting motion for party status of Association of Bay Area Governments for the San Francisco Bay Area Regional Area Network and County of Ventura for the Tri-County Regional Energy Network.
"September 23, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=410213355""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2109034 - Decision Granting Compensation To Center For Accessible Technology For Substantial Contribution To Decision 20-07-032.
"September 20, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=407765488""><span style=""color:blue""><u>MOTION</u></span></a>","Association of Bay Area Governments,County of Ventura",Motion for Party Status of Association of Bay Area Governments and County of Ventura
"September 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=407793995""><span style=""color:blue""><u>SCOPING RULING</u></span></a>",CMMR/HOUCK/CPUC,Assigned Commissioner’s Fourth Amended Scoping Memo and Ruling. The category of the proceeding is quasi-legislative. Evidentiary hearings are not needed at this time. The scope and the schedule of this proceeding are as set forth.
"August 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=398319718""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2108015 - Granting Intervenor Compensation To Utility Consumers' Action Network For Substantial Contribution To Decision 20-07-032.
"August 02, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=396114114""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/SIMON/CPUC,NOTICE OF REASSIGNMENT. Rulemaking 18-07-006 is being reassigned from Administrative Law Judge (ALJ) Patrick Doherty to ALJ Camille Watts-Zagha.
"July 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=390928720""><span style=""color:blue""><u>NOTICE</u></span></a>","National Diversity Coalition,National Asian American Coalition",NOTICE OF SUBSTITUTION OF COUNSEL
"May 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=381520727""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/SIMON/CPUC,NOTICE OF REASSIGNMENT. Rulemaking 18-07-006 is being reassigned to Commissioner Darcie L. Houck.
"October 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=349206549""><span style=""color:blue""><u>SCOPING RULING</u></span></a>",CMMR/RECHTSCHAFFEN/CPUC,"Assigned Commissioner’s Third Amended Scoping Memo and Ruling. The motion of the Public Advocates Office filed September 10, 2020 is granted. The scope of this proceeding is described. The schedule of this proceeding is as set forth. Evidentiary Hearings are not needed. The category of the proceeding is quasi-legislative."
"October 05, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=348880576""><span style=""color:blue""><u>REPLY</u></span></a>",CAL ADVOCATES/OBIORA/CPUC,Reply to the responses of California Water Association and Great Oaks Water Company to the motion to amend the Scope of the Second Phase of R.18-07-006.
"September 28, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=347809623""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DOHERTY/CPUC,E-mail Ruling Granting National Association of Water Companies’ Motion for Party Status
"September 25, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=347810938""><span style=""color:blue""><u>RESPONSE</u></span></a>",California Water Association,RESPONSE TO THE MOTION OF THE PUBLIC ADVOCATES OFFICE TO AMEND THE SCOPE OF THE SECOND PHASE
"September 25, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=347683822""><span style=""color:blue""><u>MOTION</u></span></a>",National Association of Water Companies,Motion for Party Status of National Association of Water Companies
"September 25, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=347810278""><span style=""color:blue""><u>RESPONSE</u></span></a>",The Utility Reform Network,RESPONSE TO THE MOTION OF THE PUBLIC ADVOCATES OFFICE TO AMEND THE SCOPE OF THE SECOND PHASE 
"September 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=347334071""><span style=""color:blue""><u>REQUEST</u></span></a>",National Asian American Coalition,for intervenor compensation for contribution to D20-07-032
"September 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=347534042""><span style=""color:blue""><u>REQUEST</u></span></a>",Center for Accessible Technology,for intervenor compensation for contribution to D20-07-032
"September 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=347250536""><span style=""color:blue""><u>REQUEST</u></span></a>",The Utility Reform Network,for intervenor compensation for contribution to D20-07-032
"September 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=347563135""><span style=""color:blue""><u>REQUEST</u></span></a>",Utility Consumers' Action Network,for intervenor compensation for contribution to D20-07-032
"September 18, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=347343233""><span style=""color:blue""><u>RESPONSE</u></span></a>",Utility Consumers' Action Network,RESPONSE IN SUPPORT OF THE MOTION OF THE PUBLIC ADVOCATES TO AMEND AND CLARIFY THE ASSIGNED COMMISSIONER’S SECOND AMENDED SCOPING MEMORANDUM AND RULING IN THE SECOND PHASE OF THIS PROCEEDING
"September 10, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=347193114""><span style=""color:blue""><u>MOTION</u></span></a>",Cal Advocates/N.Obiora/CPUC,MOTION OF THE PUBLIC ADVOCATES OFFICE TO AMEND THE SCOPE OF THE SECOND PHASE OF R.18-07-006
"July 16, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=344049206""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2007032 - Decision Adopting Metrics and Methodologies For Assessing The Relative Affordability of Utility Service.
"July 08, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=342945034""><span style=""color:blue""><u>NOTICE</u></span></a>",National Diversity Coalition,of intent to claim intervenor compensation
"June 29, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341380337""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,Reply Comments on Proposed Decision
"June 29, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341380327""><span style=""color:blue""><u>COMMENTS</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,Reply comments on the Proposed Decision Adopting Metrics and Methodologies for Assessing the Relative Affordability of Utility Service.
"June 29, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341389334""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Water Association,Reply Comments on Proposed Decision
"June 29, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341393480""><span style=""color:blue""><u>COMMENTS</u></span></a>","Calaveras Telephone Company,Cal-Ore Telephone Co.,Ducor Telephone Company,Foresthill Telephone Co.,Happy Valley Telephone Company,Hornitos Telephone Company,Kerman Telephone Co.,Pinnacles Telephone Co.,The Ponderosa Telephone Co.,Sierra Telephone Company, Inc.,The Siskiyou Telephone Company,Volcano Telephone Company,Winterhaven Telephone Company",Reply Comments on Proposed Decision
"June 29, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341380428""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/OBIORA/CPUC,Reply Comments on Proposed Decision
"June 29, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341370423""><span style=""color:blue""><u>COMMENTS</u></span></a>",National Diversity Coalition,Reply Comments on Proposed Decision
"June 29, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341370429""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Cable and Telecommunications,REPLY COMMENTS ON PROPOSED DECISION
"June 29, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341393478""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Reply Comments on Proposed Decision
"June 29, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341495443""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Reply Comments on Proposed Decision
"June 29, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341380341""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Diego Gas & Electric Company,Southern California Gas Company",Reply Comments on Proposed Decision
"June 26, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=342189293""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DOHERTY/CPUC,E-MAIL RULING GRANTING MOTION BY THE CALIFORNIA COMMUNITY CHOICE ASSOCIATION FOR LEAVE TO LATE FILE COMMENT
"June 25, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341380316""><span style=""color:blue""><u>MOTION</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,MOTION FOR LEAVE TO LATE-FILE OPENING COMMENTS ON PROPOSED DECISION
"June 25, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341495424""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,LATE-FILE OPENING COMMENTS ON PROPOSED DECISION
"June 24, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341389253""><span style=""color:blue""><u>COMMENTS</u></span></a>",Great Oaks Water Company,COMMENTS TO PROPOSED DECISION 
"June 24, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341370269""><span style=""color:blue""><u>COMMENTS</u></span></a>",CAL ADVOCATES/OBIORA/CPUC,Comments on Proposed Decision
"June 24, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341380278""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,Comments on Proposed Decision
"June 24, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=340740124""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Diego Gas & Electric Company,Southern California Gas Company",Opening Comments on Proposed Decision
"June 24, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341393409""><span style=""color:blue""><u>COMMENTS</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,Comments on the Proposed Decision Adopting Metrics and Methodologies for Assessing the Relative Affordability of Utility Service.
"June 24, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341370374""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Opening Comments on Proposed Decision
"June 24, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341389260""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Comments on Proposed Decision
"June 24, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341370273""><span style=""color:blue""><u>COMMENTS</u></span></a>",Consolidated Communications Company of California,Comments on Proposed Decision of Commissioner Rechtschaffen Adopting Metrics and Methodologies for Assessing the Relative Affordability of Utility Service.
"June 24, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=340852575""><span style=""color:blue""><u>COMMENTS</u></span></a>","Calaveras Telephone Company,Cal-Ore Telephone Co.,Ducor Telephone Company,Foresthill Telephone Co.,Happy Valley Telephone Company,Hornitos Telephone Company,Kerman Telephone Co.,Pinnacles Telephone Co.,The Ponderosa Telephone Co.,Sierra Telephone Company, Inc.,The Siskiyou Telephone Company,Volcano Telephone Company,Winterhaven Telephone Company",Comments on Proposed Decision
"June 24, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=340740122""><span style=""color:blue""><u>COMMENTS</u></span></a>",National Diversity Coalition,Comments on Proposed Decision
"June 24, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341389265""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Water Association,Comments on Proposed Decision
"June 24, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=342189186""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Cable and Telecommunications Association,COMMENTS ON PROPOSED DECISION
"June 24, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=341389259""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,OPENING COMMENTS ON PROPOSED DECISION
"June 09, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=339544712""><span style=""color:blue""><u>SCOPING RULING</u></span></a>",CMMR/RECHTSCHAFFEN/CPUC,"Assigned Commissioner’s Second Amended Scoping Memo and Ruling. The statutory deadline for this proceeding is extended up to and including December 31, 2021. The scope and schedule of this proceeding are as set forth. Evidentiary Hearings are not needed. The category of the proceeding is quasi-legislative. "
"June 04, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=339310911""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",CMMR/RECHTSCHAFFEN/CPUC,"Proposed Decision Adopting Metrics and Methodologies for Assessing the Relative Affordability of Utility Service. Opening Comments, which shall not exceed 15 pages, are due no later than June 24, 2020. Reply Comments, which shall not exceed 5 pages, are due 5 days after the last day for filing Opening Comments."
"May 14, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=337426324""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/DOHERTY/CPUC,E-mail Ruling Granting Motion of California Water Association. The motion of the California Water Association to accept late-filed reply comments on the revised staff proposal is granted. 
"March 09, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=332174401""><span style=""color:blue""><u>MOTION</u></span></a>",California Water Association,Motion to accept late-filed reply comments on the Revised Staff Proposal
"March 09, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=337425351""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Water Association,Late-filed Reply Comments on Administrative Law Judge’s Ruling
"March 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=332038372""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Diego Gas & Electric Company,Southern California Gas Company",Joint reply comments on Administrative Law Judge's Ruling inviting comments on Revised Staff Proposal.
"March 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=332038362""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,Reply comments on the affordability metrics framework.
"March 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=332038985""><span style=""color:blue""><u>COMMENTS</u></span></a>",CAL ADVOCATES/OBIORA/CPUC,Reply comments on the Administrative Law Judge's Ruling inviting comments on Revised Staff Proposal.
"March 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=332422193""><span style=""color:blue""><u>COMMENTS</u></span></a>","Calaveras Telephone Company,Cal-Ore Telephone Co.,Ducor Telephone Company,Foresthill Telephone Co.,Happy Valley Telephone Company,Hornitos Telephone Company,Kerman Telephone Co.,Pinnacles Telephone Co.,The Ponderosa Telephone Co.,Sierra Telephone Company, Inc.,The Siskiyou Telephone Company,Volcano Telephone Company,Winterhaven Telephone Company",Reply comments on Affordability Metrics Framework Revised Staff Proposal.
"March 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=332038363""><span style=""color:blue""><u>COMMENTS</u></span></a>",National Diversity Coalition,Reply comments o n the Revised Staff Proposal.
"March 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=332038971""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Reply comments on Ruling inviting comments on revised Staff Proposal.
"March 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=332175017""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Reply comments on Administrative Law Judge's Ruling inviting comments on Revised Staff proposal.
"March 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=332038370""><span style=""color:blue""><u>COMMENTS</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,Reply comments on the Revised Staff Proposal. 
"March 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=332181720""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,Teleport Communications America, LLC,New Cingular Wireless PCS, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,Santa Barbara Cellular Systems, Ltd.",Reply comments on Revised Staff Proposal.
"March 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=332298257""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Greenlining Institute,Reply comments on the Administrative Law Judge's Ruling inviting comments on Revised Staff Proposal.
"March 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=332038980""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Cable and Telecommunications Association,Reply comments on Revised Staff Proposal.
"March 06, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=332298272""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Reply comments on Administrative Law Judge's Ruling inviting comments on Revised Staff Proposal.
"February 21, 2020","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=328287009""><span style=""color:blue""><u>COMMENTS</u></span></a>",National Diversity Coalition,OPENING COMMENTS ON THE REVISED STAFF PROPOSAL
