Filing Date,Document Type,Filed By,Description
"August 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496396374""><span style=""color:blue""><u>COMMENTS</u></span></a>",Environmental Defense Fund,Comments on Assigned Commissioner’s Ruling
"August 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496396715""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Comments on Assigned Commissioner’s Ruling
"August 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496396163""><span style=""color:blue""><u>COMMENTS</u></span></a>","California Large Energy Consumers Association,Indicated Shippers,Energy Producers and Users Coalition,Agricultural Energy Consumers Association,California Farm Bureau Federation",Comments on Assigned Commissioner’s Ruling
"August 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496396492""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Comments on Assigned Commissioner’s Ruling
"August 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496396466""><span style=""color:blue""><u>COMMENTS</u></span></a>","Sierra Club,Natural Resources Defense Council,California Environmental Justice Alliance","Comments of Sierra Club, California Environmental Justice Alliance, and Natural Resources Defense Council on the Assigned Commissioner’s Ruling."
"August 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496396840""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/N.Obiora/CPUC,Opening Comments on Assigned Commissioner’s Ruling
"August 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496396381""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Comments on Assigned Commissioner’s Ruling
"August 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496396712""><span style=""color:blue""><u>COMMENTS</u></span></a>","Association of Bay Area Governments,County of Ventura",Comments on Assigned Commissioner’s Ruling
"July 29, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496396707""><span style=""color:blue""><u>COMMENTS</u></span></a>",Rural County Representatives of California,"Opening Comments on Assigned Commissioner’s Ruling Amending Ruling of May 20, 2022 and Further Updating Proceeding Schedule for Phase 3 of Proceeding"
"July 08, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=492387795""><span style=""color:blue""><u>COMMENTS</u></span></a>","Calaveras Telephone Company,Cal-Ore Telephone Co.,Ducor Telephone Company,Foresthill Telephone Co.,Happy Valley Telephone Company,Hornitos Telephone Company,Kerman Telephone Co.,Pinnacles Telephone Co.,The Ponderosa Telephone Co.,Sierra Telephone Company, Inc.,The Siskiyou Telephone Company,Volcano Telephone Company,Winterhaven Telephone Company",Reply Comments on Proposed Decision
"July 08, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=492341931""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Cable & Telecommunications Association,REPLY COMMENTS ON PROPOSED DECISION 
"July 08, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=492108217""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Water Association,Reply Comments on Proposed Decision
"July 08, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=492108207""><span style=""color:blue""><u>COMMENTS</u></span></a>","Bear Valley Electric Service, Inc.",Reply Comments on Proposed Decision
"July 08, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=492119744""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,Reply Comments on Proposed Decision
"July 08, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=492119727""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,Reply Comments on Proposed Decision
"July 08, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=492143080""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Reply Comments on Proposed Decision
"July 08, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=492451213""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/N.Obiora/CPUC,Reply Comments on Proposed Decision
"July 08, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=492387797""><span style=""color:blue""><u>COMMENTS</u></span></a>","SAN DIEGO GAS & ELECTRIC COMPANY,Southern California Gas Company",Joint Reply Comments on Proposed Decision
"July 08, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=492143088""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,New Cingular Wireless PCS, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,Santa Barbara Cellular Systems, Ltd.",Reply Comments on Proposed Decision
"July 08, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=492387796""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Reply Comments on Proposed Decision
"July 08, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=492428905""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Reply Comments on Proposed Decision
"July 08, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=492119728""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Reply Comments on Proposed Decision
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=489140816""><span style=""color:blue""><u>COMMENTS</u></span></a>",National Diversity Coalition,Opening Comments on Proposed Decision
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=490476774""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Cable & Telecommunications Association,Opening Comments on Proposed Decision
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=489141048""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Large Energy Consumers Association,Comments on Proposed Decision
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=489140606""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Water Association,Comments on Proposed Decision
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=489140604""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Comments on Proposed Decision
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=489141153""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,Opening Comments on Proposed Decision
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=492108167""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,New Cingular Wireless PCS, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,Santa Barbara Cellular Systems, Ltd.",Opening comments of AT&T on Proposed Decision implementing the affordability metrics.
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=489140700""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Water Service Company,Opening Comments on Proposed Decision
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=489140714""><span style=""color:blue""><u>COMMENTS</u></span></a>",CAL ADVOCATES/OBIORA/CPUC,Opening Comments on Proposed Decision
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=489141150""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Opening Comments on Proposed Decision
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=489140699""><span style=""color:blue""><u>COMMENTS</u></span></a>","Calaveras Telephone Company,Cal-Ore Telephone Co.,Ducor Telephone Company,Foresthill Telephone Co.,Kerman Telephone Co.,Pinnacles Telephone Co.,The Ponderosa Telephone Co.,Sierra Telephone Company, Inc.,The Siskiyou Telephone Company,Volcano Telephone Company,Happy Valley Telephone Company,Hornitos Telephone Company,Winterhaven Telephone Company",Comments on Proposed Decision
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=489141047""><span style=""color:blue""><u>COMMENTS</u></span></a>","Energy Producers and Users Coalition,Indicated Shippers",Comments on Proposed Decision
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=490459523""><span style=""color:blue""><u>COMMENTS</u></span></a>","Bear Valley Electric Service, Inc.",Comments on Proposed Decision
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=489140934""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,Opening Comments on Proposed Decision
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=490459530""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Diego Gas & Electric Company,Southern California Gas Company",Opening Comments on Proposed Decision
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=489140937""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Comments on Proposed Decision
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=489140931""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Opening Comments on Proposed Decision
"June 27, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=489140982""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/WATTS-ZAGHA/CPUC,E-MAIL RULING GRANTING REQUEST FOR EXTENSION OF TIMETO FILE REPLY COMMENTS ON PHASE 2 AFFORDABILITYPROPOSED DECISION
"June 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=486499036""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/WATTS-ZAGHA/CPUC,E-MAIL RULING GRANTING MOTION FOR PARTY STATUS THE CENTER FOR BIOLOGICAL DIVERSITY
"June 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=486440016""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/WATTS-ZAGHA/CPUC,E-MAIL RULING DENYING MOTION OF THE CENTER FOR BIOLOGICAL DIVERSITY TO LATE-FILE A NOTICE OF INTENT TO CLAIM INTERVENOR COMPENSATION
"June 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=483885749""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",CMMR/HOUCK/CPUC,"Proposed Decision implementing the Affordability Metrics. Opening comments, which shall not exceed 15 pages, are due no later than June 30, 2022. Reply comments, which shall not exceed 5 pages, are due within five days after the last day for filing opening comments."
"June 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=483864912""><span style=""color:blue""><u>RULING</u></span></a>",ACALJ/COLBERT/CPUC,Administrative Law Judge’s Ruling noticing related proceedings of opportunity to comment on Proposed Decision implementing the Affordability Metrics.
"June 09, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=483864886""><span style=""color:blue""><u>RULING</u></span></a>",CMMR/HOUCK/CPUC,"ASSIGNED COMMISSIONER’S RULING AMENDING RULING OF MAY 20, 2022 AND FURTHER UPDATING PROCEEDING SCHEDULE FOR PHASE 3 OF PROCEEDING"
"June 03, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=483864882""><span style=""color:blue""><u>MOTION</u></span></a>",Center for Biological Diversity,MOTION FOR LEAVE TO LATE-FILE NOTICE OF INTENT TO CLAIM INTERVENOR COMPENSATION
"June 03, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=483885704""><span style=""color:blue""><u>MOTION</u></span></a>",Center for Biological Diversity,"MOTION FOR PARTY STATUS. MFPS Granted via E-mail Ruling issued by ALJ Camille Watts-Zagha on June 16, 2022."
"May 27, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=482085891""><span style=""color:blue""><u>NOTICE</u></span></a>","Shell Energy North America (US), L.P.",NOTICE OF SUBSTITUTION OF COUNSEL
"May 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=479337537""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/WATTS-ZAGHA/CPUC,"E-MAIL RULING GRANTING MOTIONS OF CALIFORNIA LARGE ENERGY CONSUMERS ASSOCIATION, INDICATED SHIPPERS AND THE ENERGY PRODUCERS AND USERS COALITION"
"May 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=478075897""><span style=""color:blue""><u>RULING</u></span></a>",COM/HOUCK/CPUC,Assigned Commissioner’s Ruling Updating Proceeding Schedule and Inviting Comments on Public Outreach Strategies and Proposals to Mitigate Electric and Gas Rate Increases.
"May 17, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=476643313""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/WATTS-ZAGHA/CPUC,"ADMINISTRATIVE LAW JUDGE’S RULING ON CALIFORNIANS FOR GREEN NUCLEAR POWER, INC.’S SHOWING OF SIGNIFICANT FINANCIAL HARDSHIP. Californians for Green Nuclear Power has satisfied the eligibility requirements of Pub. Util. Code § 1804(a). Californians for Green Nuclear Power has shown significant financial hardship. Californians for Green Nuclear Power is preliminarily determined to be eligible for intervenor compensation in this proceeding. However, a finding of significant financial hardship in no way ensures compensation. "
"March 22, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=461182510""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/WATTS-ZAGHA/CPUC,E-MAIL RULING GRANTING MOTIONS OF PARTY STATUS
"March 11, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=458190455""><span style=""color:blue""><u>MOTION</u></span></a>",Energy Producers and Users Coalition,MOTION TO BECOME A PARTY
"March 11, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=457788575""><span style=""color:blue""><u>MOTION</u></span></a>",Indicated Shippers,MOTION TO BECOME A PARTY
"March 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=458227261""><span style=""color:blue""><u>MOTION</u></span></a>",California Large Energy Consumers Association,Motion to Become a Party of California Large Energy Consumers Association
"February 17, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=463620720""><span style=""color:blue""><u>NOTICE</u></span></a>","Californians for Green Nuclear Power, Inc.",of intent to claim intervenor compensation
"February 17, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=463619779""><span style=""color:blue""><u>NOTICE</u></span></a>",Environmental Defense Fund,of intent to claim intervenor compensation
"February 17, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=452214556""><span style=""color:blue""><u>MOTION</u></span></a>",Environmental Defense Fund,MOTION FOR PARTY STATUS OFENVIRONMENTAL DEFENSE FUND
"February 17, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=463619780""><span style=""color:blue""><u>NOTICE</u></span></a>",Agricultural Energy Consumer Association,of intent to claim intervenor compensation. 
"February 17, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=452225887""><span style=""color:blue""><u>MOTION</u></span></a>","Californians for Green Nuclear Power, Inc.",for party status
"January 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=444123990""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,REPLY COMMENTS ON THE ASSIGNED COMMISSIONER’S AND ASSIGNED ADMINISTRATIVE LAW JUDGE’S RULING INVITING COMMENTS ON STAFF PROPOSAL ON IMPLEMENTATION OF AFFORDABILITY METRICS
"January 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=444123827""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,New Cingular Wireless PCS, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,Santa Barbara Cellular Systems, Ltd.",REPLY COMMENTS OF AT&T ON STAFF PROPOSALON IMPLEMENTATION OF AFFORDABILITY METRICS
"January 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=444123981""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Reply Comments on Staff Proposal on Implementation of Affordability Metrics
"January 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=444123597""><span style=""color:blue""><u>COMMENTS</u></span></a>",CTIA,Reply Comments on ALJ Ruling Inviting Comments on Staff Proposal on Implementation of Affordability Metrics
"January 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=444123708""><span style=""color:blue""><u>COMMENTS</u></span></a>","Calaveras Telephone Company,Cal-Ore Telephone Co.,Ducor Telephone Company,Foresthill Telephone Co.,Kerman Telephone Co.,Pinnacles Telephone Co.,The Ponderosa Telephone Co.,Sierra Telephone Company, Inc.,The Siskiyou Telephone Company,Volcano Telephone Company,Happy Valley Telephone Company,Hornitos Telephone Company,Winterhaven Telephone Company",Reply Comments on Staff Proposal on Implementation of Affordability Metrics
"January 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=444123599""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocate/ Obiora/CPUC,Reply Comments on Assigned Commissioner’s and Assigned Administrative Law Judge’s Ruling on Staff Proposal on Implementation of Affordability Metrics
"January 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=444123594""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Water Association,Reply comments of California Water Association on Staff Proposal on implementation of affordability metrics.   
"January 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=444124272""><span style=""color:blue""><u>COMMENTS</u></span></a>","SAN DIEGO GAS & ELECTRIC COMPANY,Southern California Gas Company",JOINT REPLY COMMENTS ON ASSIGNED COMMISSIONER’S AND ASSIGNED ADMINISTRATIVE LAW JUDGE’S RULING INVITING COMMENTS ON STAFF PROPOSAL ON IMPLEMENTATION OF AFFORDABILITY METRICS
"January 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=444123784""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Water Service Company,REPLY COMMENTS ON STAFF PROPOSAL FOR IMPLEMENTATION OF AFFORDABILITY METRICS (PHASE 2)
"January 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=444123660""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Reply Comments on the Affordability Metrics Implementation Staff Proposal
"January 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=444123862""><span style=""color:blue""><u>COMMENTS</u></span></a>",National Diversity Coalition,Reply Comments on Staff Proposal on Implementation of Affordability Metrics
"January 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=444123601""><span style=""color:blue""><u>COMMENTS</u></span></a>",Golden State Water Company,Reply comments of Golden State Water Company on the affordability metrics implementation Staff Proposal.
"January 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=444123592""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Reply comments of Pacific Gas and Electric Company on the Assigned Commissioner’s and Assigned Administrative Law Judge’s Ruling inviting comments on Staff Proposal on implementation of affordable metrics.
"January 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=444123562""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Cable and Telecommunications Association,REPLY COMMENTS ON STAFF PROPOSAL ON IMPLEMENTATION OF AFFORDABILITY METRICS
"January 18, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=442734815""><span style=""color:blue""><u>SCOPING RULING</u></span></a>",CMMR/HOUCK/CPUC,Assigned Commissioner’s Fifth Amended Scoping Memo and Ruling. The category of the proceeding is quasi-legislative. Evidentiary hearings are not needed at this time. The scope and the schedule of this proceeding are as set forth.
"January 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=439217219""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Water Service Company,COMMENTS ON STAFF PROPOSAL FOR IMPLEMENTATION OF AFFORDABILITY METRICS (PHASE 2)
"January 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=440148745""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,COMMENTS ON ASSIGNED COMMISSIONER’S AND ASSIGNED ADMINISTRATIVE LAW JUDGE’S RULING INVITING COMMENTS ON STAFF PROPOSAL ON IMPLEMENTATION OF AFFORDABILITY METRICS
"January 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=440090555""><span style=""color:blue""><u>COMMENTS</u></span></a>","SAN DIEGO GAS & ELECTRIC COMPANY,Southern California Gas Company",JOINT COMMENTS ON ASSIGNED COMMISSIONER’S AND ASSIGNED ADMINISTRATIVE LAW JUDGE’S RULING INVITING COMMENTS ON STAFF PROPOSAL ON IMPLEMENTATION OF AFFORDABILITY METRICS
"January 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=440092065""><span style=""color:blue""><u>COMMENTS</u></span></a>",Golden State Water Company,Comments on Assigned Commissioner and Administrative Law Judge’s Ruling (Staff Proposal)
"January 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=440090652""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Opening Comments on Assigned Commissioner and Administrative Law Judge’s Ruling (Staff Proposal)
"January 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=439212752""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Comments on Assigned Commissioner and Administrative Law Judge’s Ruling (Staff Proposal)
"January 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=440092094""><span style=""color:blue""><u>COMMENTS</u></span></a>",CTIA,COMMENTS ON THE ADMINISTRATIVE LAW JUDGE’S RULING INVITING COMMENTS ON STAFF PROPOSAL ON IMPLEMENTATION OF AFFORDABILITY METRICS
"January 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=440141968""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,COMMENTS ON THE ASSIGNED COMMISSIONER’S AND ASSIGNED ADMINISTRATIVE LAW JUDGE’S RULING INVITING COMMENTS ON STAFF PROPOSAL ON IMPLEMENTATION OF AFFORDABILITY METRICS
"January 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=439212767""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/Obiora/CPUC,OPENING COMMENTS ON THE ASSIGNED COMMISSIONER’S AND ASSIGNED ADMINISTRATIVE LAW JUDGE’S RULING INVITING COMMENTS ON STAFF PROPOSAL ON IMPLEMENTATION OF AFFORDABILITY METRICS
"January 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=439217209""><span style=""color:blue""><u>COMMENTS</u></span></a>","Calaveras Telephone Company,Cal-Ore Telephone Co.,Ducor Telephone Company,Foresthill Telephone Co.,Kerman Telephone Co.,Pinnacles Telephone Co.,The Ponderosa Telephone Co.,Sierra Telephone Company, Inc.,The Siskiyou Telephone Company,Volcano Telephone Company,Happy Valley Telephone Company,Hornitos Telephone Company,Winterhaven Telephone Company",Comments on Assigned Commissioner and Administrative Law Judge’s Ruling (Staff Proposal)
"January 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=440092074""><span style=""color:blue""><u>COMMENTS</u></span></a>","Bear Valley Electric Service, Inc.,PacifiCorp,Liberty Utilities (CalPeco Electric) LLC",Joint comments on Staff Proposal on implementation of affordability metrics.
"January 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=439217207""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,Opening Comments on Assigned Commissioner and Administrative Law Judge’s Ruling (Staff Proposal)
"January 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=440092058""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Opening Comments on Assigned Commissioner and Administrative Law Judge’s Ruling (Staff Proposal)
"January 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=439212768""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Cable and Telecommunications Association,COMMENTS ON STAFF PROPOSAL ON IMPLEMENTATION OF AFFORDABILITY METRICS
"January 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=440092062""><span style=""color:blue""><u>COMMENTS</u></span></a>",National Diversity Coalition,Opening Comments on Assigned Commissioner and Administrative Law Judge’s Ruling (Staff Proposal)
"January 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=440090543""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Water Association,Comments on Assigned Commissioner and Administrative Law Judge’s Ruling (Staff Proposal)
"January 10, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=440090564""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,New Cingular Wireless PCS, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,Santa Barbara Cellular Systems, Ltd.",Opening comments of AT&T on Staff Proposal on implementation of affordability metrics.
