Filing Date,Document Type,Filed By,Description
"November 03, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=498339913""><span style=""color:blue""><u>COMMENTS</u></span></a>","Weave Grid, Inc.",Opening Comments on Proposed Decision
"November 03, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=498245799""><span style=""color:blue""><u>COMMENTS</u></span></a>",GRID Alternatives,OPENING COMMENTS OF GRID ALTERNATIVES ON THE PROPOSEDDECISION ON TRANSPORATION ELECTRIFICATION POLICY ANDINVESTMENT
"November 03, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=498245612""><span style=""color:blue""><u>COMMENTS</u></span></a>",Alliance for Transportation Electrification (ATE),OPENING COMMENTS OF THE ALLIANCE FOR TRANSPORTATION ELECTRIFICATION (ATE) “REGARDING THE PROPOSED DECISION (PD) ON TRANSPORTATION ELECTRIFICATION POLICY AND INVESTMENT”
"November 03, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=498255296""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Comments on Proposed Decision
"November 02, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=498092985""><span style=""color:blue""><u>MOTION</u></span></a>","FREEWIRE TECHNOLOGIES, INC.","MOTION FOR PARTY STATUS OF FREEWIRE TECHNOLOGIES, INC."
"November 02, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=498238799""><span style=""color:blue""><u>COMMENTS</u></span></a>",Green Power Institute,GREEN POWER INSTITUTE OPENING COMMENTS ON PROPOSED DECISION ON DRAFT TRANSPORTATION ELECTRIFICATION FRAMEWORK
"November 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=498092971""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/POIRIER/CPUC,E-MAIL RULING GRANTING THE MOBILITY HOUSE MOTION FOR PARTY STATUS
"October 26, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=498053511""><span style=""color:blue""><u>MOTION</u></span></a>",The Mobility House,MOTION FOR PARTY STATUS OF THE MOBILITY HOUSE
"October 14, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=497622010""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",CMMR/RECHTSCHAFFEN/CPUC,"PROPOSED DECISION ON TRANSPORTATION ELECTRIFICATION POLICY AND INVESTMENT. Opening Comments, which shall not exceed 15 pages, are due on November 3, 2022. Reply Comments, which shall not exceed 5 pages, are due 5 days after the last day for filing Opening Comments."
"September 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=497358470""><span style=""color:blue""><u>REQUEST</u></span></a>",Utility Consumers' Action Network,"for intervenor compensation for contribution to D22-08-024, D21-12-033"
"September 15, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496924297""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Southern California Edison Company,VEHICLE-GRID INTEGRATION STRATEGIES MID-TERM REPORT FOR 2022
"September 15, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496924385""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Pacific Gas and Electric Company,VEHICLE-GRID INTEGRATION STRATEGIES SEMI-ANNUAL REPORT FOR SEPTEMBER 2022
"September 15, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496923962""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",San Diego Gas & Electric Company,VEHICLE GRID INTEGRATION ACTIVITIES MID-TERM REPORT FOR 2022
"August 31, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496621456""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2208056 - Order Correcting Order.
"August 04, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496419890""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2208024 - Decision Adopting Plug-In Electric Vehicle Submetering Protocol And Electric Vehicle Supply Equipment Communication Protocols.
"July 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496284148""><span style=""color:blue""><u>COMMENTS</u></span></a>","Weave Grid, Inc.","REPLY COMMENTS OF WEAVE GRID, INC. ON THE PROPOSED DECISION ADOPTING PLUG-IN ELECTRIC VEHICLE SUBMETERING PROTOCOL AND ELECTRIC VEHICLE SUPPLY EQUIPMENT COMMUNICATION PROTOCOLS"
"July 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496284691""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Reply Comments on Proposed Decision
"July 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496284565""><span style=""color:blue""><u>COMMENTS</u></span></a>",Fermata Energy LLC,Reply Comments on Proposed Decision
"July 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496284020""><span style=""color:blue""><u>COMMENTS</u></span></a>","ChargePoint, Inc.,Enel X North America, Inc.",Reply Comments on Proposed Decision
"July 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496284017""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Reply Comments on Proposed Decision
"July 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496284465""><span style=""color:blue""><u>COMMENTS</u></span></a>",Environmental Defense Fund,REPLY COMMENTS OF ENVIRONMENTAL DEFENSE FUND ON PROPOSED DECISION ADOPTING PLUG-IN ELECTRIC VEHICLE SUBMETERING PROTOCOL AND ELECTRIC VEHICLE SUPPLY EQUIPMENT COMMUNICATION PROTOCOLS
"July 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496284246""><span style=""color:blue""><u>REPLY</u></span></a>",Siemens,REPLY COMMENTS OF SIEMENS ON PROPOSED DECISION ADOPTING PLUG-IN ELECTRIC VEHICLE SUBMETERING PROTOCOL AND ELECTRIC VEHICLE SUPPLY EQUIPMENT COMMUNICATION PROTOCOLS
"July 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496284475""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Reply Comments on Proposed Decision
"July 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496284033""><span style=""color:blue""><u>COMMENTS</u></span></a>",Vehicle Grid Integration Council,REPLY COMMENTS OF THE VEHICLE GRID INTEGRATIONCOUNCIL ON THE PROPOSED DECISION ADOPTING PLUG-INELECTRIC VEHICLE SUBMETERING PROTOCOL AND ELECTRICVEHICLE SUPPLY EQUIPMENT COMMUNICATION PROTOCOLS
"July 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496284150""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/EINHORN/CPUC,REPLY COMMENTS OF THE PUBLIC ADVOCATES OFFICEON THE PROPOSED DECISION ADOPTING PLUG-IN ELECTRIC VEHICLE SUBMETERING PROTOCOL AND ELECTRIC VEHICLE SUPPLY EQUIPMENT COMMUNICATION PROTOCOLS
"July 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=494574632""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,COMMENTS ON PROPOSED DECISION BY PACIFIC GAS AND ELECTRIC COMPANY (U 39 E)
"July 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=495424559""><span style=""color:blue""><u>COMMENTS</u></span></a>","ChargePoint, Inc.,Enel X North America, Inc.","CHARGEPOINT, INC. AND ENEL X NORTH AMERICA, INC. COMMENTS ON PROPOSED DECISION ADOPTING PLUG-IN ELECTRIC VEHICLE SUBMETERING PROTOCOL AND ELECTRIC VEHICLE SUPPLY EQUIPMENT COMMUNICATION PROTOCOLS"
"July 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=495381044""><span style=""color:blue""><u>COMMENTS</u></span></a>","Tesla, Inc.","TESLA, INC COMMENTS ON PROPOSED DECISION ADOPTING PLUG-IN ELECTRIC VEHICLE SUBMETERING PROTOCOL AND ELECTRIC VEHICLE SUPPLY EQUIPMENT COMMUNICATION PROTOCOLS"
"July 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=495704520""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Independent System Operator,Comments on Proposed Decision
"July 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=494608192""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Opening Comments on Proposed Decision
"July 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=494296361""><span style=""color:blue""><u>COMMENTS</u></span></a>",Nuvve Holding Corporation,OPENING COMMENTS OF NUVVE HOLDING CORPORATION ON PROPOSED DECISION ADOPTING PLUG-IN ELECTRIC VEHICLE SUBMETERING PROTOCOL AND ELECTRIC VEHICLE SUPPLY EQUIPMENT COMMUNICATION PROTOCOLS
"July 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=495381047""><span style=""color:blue""><u>COMMENTS</u></span></a>","Vehicle-Grid Integration Council,Vehicle Grid Integration Council",COMMENTS OF THE VEHICLE GRID INTEGRATION COUNCIL ONTHE PROPOSED DECISION ADOPTING PLUG-IN ELECTRICVEHICLE SUBMETERING PROTOCOL AND ELECTRIC VEHICLESUPPLY EQUIPMENT COMMUNICATION PROTOCOLS
"July 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=494296366""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Opening Comments on Proposed Decision
"July 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=495666254""><span style=""color:blue""><u>COMMENTS</u></span></a>",Alliance for Automotive Innovation (Auto Innovators),COMMENTS OF ALLIANCE FOR AUTOMOTIVE INNOVATION ON PROPOSED DECISION ADOPTING PLUG-IN ELECTRIC VEHICLESUBMETERING PROTOCOL AND ELECTRIC VEHICLE SUPPLYEQUIPMENT COMMUNICATION PROTOCOLS
"July 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=495723517""><span style=""color:blue""><u>COMMENTS</u></span></a>",Advanced Energy Economy,Opening Comments on Proposed Decision
"July 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=494574643""><span style=""color:blue""><u>COMMENTS</u></span></a>","Bear Valley Electric Service, Inc.,Liberty Utilities (CalPeco Electric LLC),PacifiCorp",Joint Opening Comments on Proposed Decision
"July 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=495424556""><span style=""color:blue""><u>COMMENTS</u></span></a>",Fermata Energy LLC,OPENING COMMENTS OF FERMATA ENERGY LLC ON THE PROPOSED DECISION ADOPTING PLUG-IN ELECTRIC VEHICLE SUBMETERING PROTOCOL AND ELECTRIC VEHICLE SUPPLY EQUIPMENT COMMUNICATION PROTOCOLS
"July 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=495704521""><span style=""color:blue""><u>COMMENTS</u></span></a>","EVgo Services, LLC",Comments on Proposed Decision
"July 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=494608188""><span style=""color:blue""><u>COMMENTS</u></span></a>",Environmental Defense Fund,Opening Comments on Proposed Decision
"July 05, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=490740411""><span style=""color:blue""><u>COMMENTS</u></span></a>","California Choice Energy Authority,Clean Power Alliance of Southern California,East Bay Community Energy Authority,Marin Clean Energy,Peninsula Clean Energy Authority,Redwood Coast Energy Authority,San Diego Community Power,San José Clean Energy,Sonoma Clean Power Authority",Amended Opening Comments of the Joint Community Choice Aggregators on Energy Division Staff Proposal to Establish Transportation Electrification Funding Cycles and Statewide Behind-The-Meter Program. 
"July 05, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=490459618""><span style=""color:blue""><u>COMMENTS</u></span></a>","California Choice Energy Authority,Clean Power Alliance of Southern California,East Bay Community Energy Authority,Marin Clean Energy,Peninsula Clean Energy Authority,Redwood Coast Energy Authority,San Diego Community Power,San José Clean Energy,Sonoma Clean Power Authority",Amended Reply Comments of the Joint Community Choice Aggregators on Energy Division Staff Proposal to Establish Transportation Electrification Funding Cycles and Statewide Behind-The-Meter Program. 
"July 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=490475825""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/KORPICS/CPUC,E-Mail Ruling granting motion of Joint Community Choice Aggregators to amend comments.
"July 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=490459548""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/KORPICS/CPUC,"E-Mail Ruling granting motion of Leapfrog Power, Inc. for party status."
"June 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=489140936""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",CMMR/RECHTSCHAFFEN/CPUC,"PROPOSED DECISION ADOPTING PLUG-IN ELECTRIC VEHICLESUBMETERING PROTOCOL AND ELECTRIC VEHICLE SUPPLYEQUIPMENT COMMUNICATION PROTOCOLS. Opening comments, which shall not exceed 15 pages, are due no later than July 20,2022. Reply comments, which shall not exceed 5 pages, are due within five days after the last day for filing opening comments."
"June 29, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=489140908""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/Simon/CPUC,NOTICE OF CO-ASSIGNMENT
"June 15, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=485618334""><span style=""color:blue""><u>MOTION</u></span></a>","Leapfrog Power, Inc.","Motion for Party Status of Leapfrog Power, Inc. MFPS GRANTED via E-mail Ruling issued by ALJ Brian Korpics on July 1, 2022"
"June 15, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=485584916""><span style=""color:blue""><u>MOTION</u></span></a>","Peninsula Clean Energy Authority,California Choice Energy Authority,Clean Power Alliance of Southern California,East Bay Community Energy Authority,Marin Clean Energy,Redwood Coast Energy Authority,San Diego Community Power,San Jose Clean Energy,Sonoma Clean Power Authority",JOINT MOTION TO AMEND COMMENTS OF THE JOINT COMMUNITY CHOICE AGGREGATORS ON ENERGY DIVISION STAFF PROPOSAL TO ESTABLISH TRANSPORTATION ELECTRIFICATION FUNDING CYCLES AND STATEWIDE BEHIND-THE-METER PROGRAM
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=476643284""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=477459379""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=476643295""><span style=""color:blue""><u>COMMENTS</u></span></a>","Weave Grid, Inc.",Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=476027709""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Sustainable Energy,Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=476452313""><span style=""color:blue""><u>COMMENTS</u></span></a>","Electrify America, LLC",Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=477796256""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/Einhorn/CPUC,REPLY COMMENTS OF THE PUBLIC ADVOCATES OFFICE ON ASSIGNED COMMISSIONER’S RULING ADDING STAFF PROPOSAL TO THE RECORD AND INVITING PARTY COMMENTS
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=476027710""><span style=""color:blue""><u>COMMENTS</u></span></a>",Green Power Institute,Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=482135315""><span style=""color:blue""><u>COMMENTS</u></span></a>",Fermata Energy LLC,REPLY COMMENTS ON THE ENERGY DIVISION STAFF PROPOSAL TO ESTABLISH TRANSPORTATION ELECTRIFICATION FUNDING CYCLES AND STATEWIDE BEHIND-THE-METER PROGRAM
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=477748002""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Greenlining Institute,Reply Comments on Energy Division’s Staff Proposal
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=477591920""><span style=""color:blue""><u>COMMENTS</u></span></a>",Vehicle-Grid Integration Council,REPLY COMMENTS OF THE VEHICLE-GRID INTEGRATIONCOUNCIL ON THE ENERGY DIVISION STAFF PROPOSAL TOESTABLISH TRANSPORTATION ELECTRIFICATION FUNDINGCYCLES AND STATEWIDE BEHIND-THE-METER PROGRAM
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=476545840""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=476640357""><span style=""color:blue""><u>COMMENTS</u></span></a>","National Diversity Coalition,National Asian American Coalition",Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=476602939""><span style=""color:blue""><u>COMMENTS</u></span></a>","Peninsula Clean Energy Authority,California Choice Energy Authority,Central Coast Community Energy,CleanPower SF,Clean Power Alliance of Southern California,East Bay Community Energy Authority,Marin Clean Energy,Redwood Coast Energy Authority,San Diego Community Power,San Jose Clean Energy,Silicon Valley Clean Energy Authority,Sonoma Clean Power Authority",REPLY COMMENTS OF THE JOINT COMMUNITY CHOICE AGGREGATORS ON ENERGY DIVISION STAFF PROPOSAL TO ESTABLISH TRANSPORTATION ELECTRIFICATION FUNDING CYCLES AND STATEWIDE BEHIND-THE-METER PROGRAM
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=476545850""><span style=""color:blue""><u>COMMENTS</u></span></a>",GRID Alternatives,Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=476452314""><span style=""color:blue""><u>AMENDMENT</u></span></a>","EVgo Services, LLC",Amended Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=476452304""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=475764970""><span style=""color:blue""><u>COMMENTS</u></span></a>","EVgo Services, LLC",Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=478078064""><span style=""color:blue""><u>COMMENTS</u></span></a>",Nuvve Holding Corp,REPLY COMMENTS OF NUVVE HOLDING CORPORATION ON THEENERGY DIVISION STAFF PROPOSAL TO ESTABLISHTRANSPORTATION ELECTRIFICATION FUNDING CYCLES ANDSTATEWIDE BEHIND-THE-METER PROGRAM
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=476602902""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Large Energy Consumers Association,Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=477459369""><span style=""color:blue""><u>COMMENTS</u></span></a>",Environmental Defense Fund,Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=477459368""><span style=""color:blue""><u>COMMENTS</u></span></a>",Advanced Energy Economy,Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=477459365""><span style=""color:blue""><u>COMMENTS</u></span></a>",Energy Producers and Users Coalition,Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=476452321""><span style=""color:blue""><u>COMMENTS</u></span></a>","ChargePoint, Inc.",Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=477459375""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Reply Comments on Assigned Commissioner’s Ruling
"May 16, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=478075858""><span style=""color:blue""><u>COMMENTS</u></span></a>","Union for Concerned Scientists,Sierra Club,Center for Community Action and Environmental Justice,East Yard Communities for Environmental Justice",Joint Reply Comments on Energy Division Staff Proposal
"April 28, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=472444886""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>","San Diego Gas & Electric Company,Southern California Edison Company,Pacific Gas and Electric Company",JOINT SUPPLEMENTAL RESPONSE TO DECISION 20-12-029 CONCERNING IMPLEMENTATION OF SENATE BILL 676 AND VEHICLE-GRID INTEGRATION STRATEGIES
"April 27, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471484699""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D2204046 - Order Extending Statutory Deadline. This decision extends the statutory deadline of this proceeding to March 1, 2023."
"April 26, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=480219562""><span style=""color:blue""><u>COMMENTS</u></span></a>",Nuvve Holding Corp,Comments of the Nuvve Holding Corp on the Energy Division Staff Proposal to establish Transportation Electrification Funding Cycles and Statewide Behind-the-Meter Program (late-filed authorized by ALJ Korpics per e-mail of 5/26/2022).
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471484880""><span style=""color:blue""><u>COMMENTS</u></span></a>","National Diversity Coalition,National Asian American Coalition",OPENING COMMENTS OF THE NATIONAL DIVERSITY COALITIONON THE NEW ENERGY DIVISION STAFF PROPOSAL TOESTABLISH TRANSPORTATION ELECTRIFICATION FUNDING CYCLESAND STATEWIDE BEHIND-THE-METER PROGRAM
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471485666""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,COMMENTS OF THE UTILITY REFORM NETWORK ON THE ENERGY DIVISION STAFF PROPOSAL TO ESTABLISH TRANSPORTATION ELECTRIFICATION FUNDING CYCLES AND STATEWIDE BEHIND-THE-METER PROGRAM
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471485885""><span style=""color:blue""><u>COMMENTS</u></span></a>",Clean Energy,COMMENTS OF THE VEHICLE-GRID INTEGRATION COUNCIL ONTHE ENERGY DIVISION STAFF PROPOSAL TO ESTABLISHTRANSPORTATION ELECTRIFICATION FUNDING CYCLES ANDSTATEWIDE BEHIND-THE-METER PROGRAM
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471485324""><span style=""color:blue""><u>COMMENTS</u></span></a>",Environmental Defense Fund,Opening Comments on Assigned Commissioner’s Ruling
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471485654""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Opening Comments on Assigned Commissioner’s Ruling
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471484889""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,Comments on Assigned Commissioner’s Ruling
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471485887""><span style=""color:blue""><u>COMMENTS</u></span></a>","ChargePoint, Inc.",Opening Comments on Energy Division Staff Proposal to Establish Transportation Electrification Funding Cycles and Statewide Behind-the-Meter Program
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471485566""><span style=""color:blue""><u>COMMENTS</u></span></a>",Vehicle-Grid Integration Council,COMMENTS OF THE VEHICLE-GRID INTEGRATION COUNCIL ONTHE ENERGY DIVISION STAFF PROPOSAL TO ESTABLISHTRANSPORTATION ELECTRIFICATION FUNDING CYCLES ANDSTATEWIDE BEHIND-THE-METER PROGRAM
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471484997""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Sustainable Energy,Comments on Assigned Commissioner’s Ruling
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471484888""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Efficiency + Demand Management Council,Opening Comments on Assigned Commissioner’s Ruling
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=529454247""><span style=""color:blue""><u>COMMENTS</u></span></a>",Green Power Institute,on Assigned Commissioners Ruling and Staff Proposal.
